id,,score.positive,score.negative,SA score
366231,trump tax cut could slash wallstreets tax bill 12 billion talk happiness wfc jpm c,1,1,1
366545,bets volatility keep attracting assets uvxy vxx,0,1,1
366608,new apple tv 4 times could come year report says aapl,0,0,1
366634,rt hedgeyefood wfm capex reset consumer reflation trade john mackey back drivers seat long hedgeye,1,0,1
366701,great jimcramer interview anthonynoto not paying not part cable twtr,0,0,1
366842,watch linkedin facebook jobs market fb msft,0,0,1
367075,aapl near good khc funds buying selling simple,2,1,-1
367153,paypal acquires bill pay push pypl,0,0,1
367155,paypal acquires bill pay push pypl biintelligence,0,0,1
367181,rates focus futures market points growing odds fed hawkish csco de aapl fb spy uso vxx,0,0,1
367183,wedbushs steve salesforce crm expect solid 4q set stage salesforce,0,0,1
367346,rt scottgamm warren buffetts berkshire hathaway quadrupled stake apple thestreet aapl,0,0,1
367351,thats call rundown squawkalley upcoming segments w kate house paul marriott mar ceo,0,0,1
367359,warren buffetts berkshire hathaway quadrupled stake apple thestreet aapl,0,0,1
367390,mayaichung sold 4th quarter gld seeing comeback hedgefunds,0,0,1
367391,facebooks revenue growth rate twitter fb twtr cc statistacharts,0,0,1
367456,let market little price spy held above yesterdays low similar tuesday,0,1,1
367527,qqq trading options nasdaq profitable fast,1,0,1
367643,rt jimcramer cnbc asking twtr coo wrong twtr amp dont,0,1,-1
367683,gs win goldman sachs options right growing,1,0,1
367783,stepping down mean fate labor rule spy,0,0,-1
367881,cisco systems reaches highest level since november 2007 csco,1,0,1
368198,barclays sampp 500 trade higher multiple average spx spy,0,0,1
368503,good call riskreversal cisco new highs csco,2,0,1
368512,jimcramer twitter valuable almost anything else get yet get free twtr,1,0,1
368528,twitter’s grammys stream 51 mm viewers nfl game highlighting live via new explore tab twtr,0,0,1
368751,markets winning streak netease surges record levels csco aapl wb zion schw momo nvda,1,0,-1
368874,auto union president tesla depends workers tsla,0,0,1
368932,would buy twtr,1,0,1
369000,wix could major threat amazon amzn etsy wix,0,1,-1
369088,havent yahoo account yet reminder hackers yhoo,0,0,-1
369246,rt silviaascarelli real investment message presidents first 100 days value stocks spx ive,0,0,1
369252,heres build great portfolio let infographic made show fb twtr,0,0,1
369497,rt optionsaction good call riskreversal cisco new highs csco,2,0,1
369526,gs get aggressively long goldman options bet deregulation manage risk,1,1,1
369565,today’s top 5 etf volume leaders vxx spy xlf jnug nugt etfs,0,0,1
369606,investing lanceroberts spy dia qqq,1,1,-1
369637,tsla down 9 ubs analyst cant understand tesla shares up much 16 sell stock,0,1,-1
369667,ebay down massive call buys earlier week wallstjesus,0,0,1
369690,todays chart ubs says time sell tesla seanansmith tsla,0,1,-1
369812,ibms voice assistant built security pros ibm,0,0,1
369816,apple day keeps buffett rich aapl brka brkb,0,0,1
369823,much vix jump due expectations risk coming down spx vs futures roll,0,2,1
369848,look twitter finally made easy users find trending live video new explore tab twtr,1,0,1
369909,bac think banks gon na run long weekly calls last twoyears huge winner learn more,2,0,1
369985,rt timothysykes great qampa webinar study up fb twtr,0,0,1
370225,would good time revisit infrastructure spending fiscal stimulus discussed campaign trail spx would like,1,0,1
370242,everyone would stock purchases future spx ndx,0,1,-1
370266,believe tsla years acquisition solarcity distraction,0,2,-1
370411,gs bet get aggressively deregulation manage risk,0,1,-1
370499,twitter looking ways make money beyond ads said coo noto twtr,0,0,1
370524,auto union tesla workers buy american message tsla,1,0,1
370544,tsla beautiful option strategy turned gigantic winner less risk,2,1,1
370682,celg skew building celgene skew gt,0,0,-1
370748,us stock market going wait tax cuts spx,0,0,-1
370768,aapl little bit even aggressive bullish option strategy,0,0,1
370846,ciscos sales may declined five straight quarters analysts say hold onto shares csco,0,1,1
370889,fcx down strong run put sweepers ready up protection,1,0,-1
370949,apple supports 4k video aapl,0,0,1
371102,corporate profits finally turned corner asia gs research thinks,0,1,1
371106,reflation amp corporate profit upswing drive gs research’s asia equity outlook,2,0,1
371109,watch outlook equities per gs research,1,0,1
371115,rt foxbusinessam verizon yahoo purchase agreement reports say vz yhoo simonettilauren,0,1,-1
371161,3 reasons wall street wants fail learn succeed instead fb twtr,1,1,1
371176,tesla shares fall ubs reiterates sell rating watch live cheddarlive golive tsla,0,2,-1
371505,twitter thinks business rebound via barronsnext twtr,1,0,1
371568,yes bank stocks well top stocks 2017 arnc 58 nrg nrg energy 40 csx corp,0,0,1
371609,tbt gk advisor says facebook stock count next 50 years find why,0,0,1
371786,tesla ceo elon musk says new cars selfdriving within 10 tsla,0,0,1
371847,rt qtrresearch says confirmed undisclosed sec investigation tslas solar city unit well worth sub,0,2,1
371972,aapl demand apple car take via cnnmoney,0,0,1
372231,crude goes crazy spy watched steel girl wallstjesus,0,0,1
372273,chinese techs surging ntes up 14 earnings wb aka chinas twtr up 2 alltime high twtr way not alltime high,0,0,1
372292,arista reporting earnings day cisco detailed big decline networking sales right csco anet,0,1,-1
372578,bear solar isnt backing down via markets tsla,0,0,-1
372844,today’s stocks winners csco sfly kate,1,0,1
372883,sorry see nothing zuckerberg mission statement facebook fb,0,0,-1
372911,live bear vs bull seanansmith latest tsla,0,0,1
372977,rt lamonicabuzz chinese techs surging ntes up 14 earnings wb aka chinas twtr up 2 alltime high twtr way not,0,0,1
373031,1 still cautious market spy,0,0,-1
373177,amzn stock gained another looks push even higher,1,0,1
373184,nice consolidation day good close mistakes trading seeing every day tonight madmoneyoncnbc amp,1,1,1
373236,cisco running pull boost revenues csco,1,0,-1
373261,nflx fear amzns,0,1,-1
373376,one great things 08 crisis j reformedbroker brown warrenbuffett aapl,0,1,1
373446,no idea means different fb,0,0,-1
373597,amazon prime users pretty vague could down thanks amzn,0,0,1
373711,aapl surprise public wants apple car anything else take via cnnmoney yahoofinance,0,0,1
373836,trade options understand edge find win forever example bac here,1,0,1
373994,returns great things happen wfm jobs apple mackey whole foods,0,0,1
374038,keeps coming amzn said up dd offer souq expected next couple weeks,0,0,1
374090,u sold strength tsla broke 276 pivot area good spot look buy back entries amp exits matter,3,1,1
374316,spy yesterdays low well see market pivot today gets below amp stays below next,0,1,-1
374520,rt 1 sampp near record high rsi last 7 years spx,0,0,1
374652,bank america cisco priceline cnbcfastmoney picks february 17 bac csco pcln spy,0,0,1
375004,22 msft blog remarkable push cc ht,0,0,1
375165,fortunemagazine im still blackberry fan bbry,0,0,1
375274,zuckerbergs goal world facebook helped create fb,0,0,1
375299,good credit due tesla setting bar stuff setting high tsla,1,0,1
375310,celgene plans fda filing wake win ms celg,1,0,1
375466,peek markets us stock futures fall ahead campbell earnings spy uso anet de nus,0,1,-1
375501,celg trying long small option bet up see chart gt via cmlviz,1,0,-1
375717,apples record run 2017 up already market cap aapl twtr goog,0,0,1
375882,rt looking forward chatting w adamfeuerstein 2 celg ms catalyst convo interesting join us,1,0,1
376013,new longer term trade fb twtr peeps,0,0,1
376025,us auto loans surge gm f tsla,0,2,1
376131,healthy portion 10 percent spx rally since election expectations tax fiscal spending policies,0,0,1
376252,thealexbente hoping get 100 im holding nvda long time,1,0,1
376278,clear sunny forecast salesforces q4 expected cloud strength crm,1,0,1
376320,giving pullback nflx another chance added mar 24 exp ps 6c credit,0,0,1
376420,amzn trade calls amazon optimize returns,0,0,1
376581,bank america ceo brian moynihan gets raise – still no cash bonus bac charobs,0,0,1
376614,prime subscriptions appear account 4 amazons revenue amzn,0,0,1
376659,active options wmt stake jd mgm amzn using ai fight aapl marleykayden,0,0,1
376751,dragonfly capital top 10 weekly performance pzza abt spy,0,0,1
376857,rt timothysykes market closed study time read learn past fb twtr amp,0,1,-1
376935,said far above going happen spy spx,0,0,-1
377000,rt amzn stay triple digit pe no matter many single digit pe sectors eventually,0,0,1
377230,earnings growth rate spx q4 46 above estimate 31 dec 31,0,0,1
377309,citigroup board cuts 2016 pay ceo michael bofa gives boss raise bac c,0,0,-1
377335,rt cnbcfastmoney time game weekend timseymour thinks nke,0,0,1
377503,getting hot aapl chart,0,0,1
377991,investing action plan teslas q4 amp model 3 update mobileye home depot acacia earnings due,0,0,1
378456,ciscos billion dollar product line recurring revenue growing fast csco,0,0,1
378470,53 spx companies beat sales estimates date q4 equal 5year average 53,0,0,1
378753,brianfires good people friends mine nice people vrx,1,0,1
378766,cot oil near buying high ole hansen oil gld slv,1,0,1
378909,brianfires well stupid enough long vrx not short hlf let know,1,1,-1
379597,djia up since inauguration day dows best first 30 days presidents first term since,1,0,1
380045,wall streets biggest loving airlines aal dal ual luv,0,0,1
380221,dragonfly capital 5 trade ideas tuesday crus mkc ulta unp spy,0,0,1
380287,rt cecileva gold edvanderwalt gld,0,0,-1
380505,howardlindzon amzn goog msft baba — standalone security companies dead within decade platforms win,1,0,-1
380518,aapl simply betting apple stock wouldnt go down lot beautiful winner,2,0,1
380566,qqq using options nasdaq100 find execute edge means better crowd huge win,2,0,1
380599,vxx exactly use stop loss option trading win,1,1,1
380856,rt fhoro third best performing sampp 500 stock ytd nrg csx,1,0,1
381348,17 best lessons remember 2017 lets make year best year yet fb twtr,2,0,1
381361,amazons echo amp alphabets google home could soon smartphone means make calls amzn googl,0,0,1
381381,made china coming iphone video apple aapl,0,0,-1
381386,whether not directly tsla it’s increasingly clear product p,0,0,1
381417,baristas joining campaign asking starbucks paid parental leave→ tobeapartner sbux,0,0,-1
381831,10 short selling basics know study closely fb twtr,0,2,1
382377,check best student 2016 hes come long way baby fb twtr,2,0,1
382386,fast food 2016 came top whos best positioned future mcd wen qsr,1,0,-1
382493,whatsapp latest app add features fb original idea fb keep,0,0,1
382642,heres trade stocks like aim small miss small fb twtr,0,1,-1
382787,rt russellrhoads last week vix up 5 spx rose 15 heres following weeks performance 13 times happen,0,0,1
382811,google microsoft agree search results uk googl msft,0,1,1
382939,apple says eu made irish tax ruling aapl,0,1,-1
383389,mining giant bhp earnings surge dividend hiked 150 bhp rio fcx,0,0,1
384996,mark zuckerberg isnt running political campaign elected office hes running campaign users trust fb,0,0,1
385030,walmart q4 earnings top comps online sales jump wmt tgt amzn,0,0,1
385066,boeing monsanto nike salesforce fast money picks february 21 ba crm mon nke,0,0,1
385131,rt timothysykes heres trade stocks like aim small miss small fb twtr,0,1,-1
385177,fascinating every new fb product updates snapchat clone new gets videos,0,0,1
385183,megtirrell gild per 8k,0,0,-1
385192,srpt 8k says gild buyer review,0,0,1
385516,sampp really need higher oil stocks spx,0,0,-1
385520,gld well usd rates falling,0,1,1
385565,fridays sweep peak intraday tmus mar 60 mat 52 14,0,0,1
385570,pivot levels week spy qqq iwm ibb,0,0,1
385653,rt baidu raises 15 billion site bidu,0,0,1
385691,fb quiet perhaps one long vs add high volume close above,1,0,-1
385706,rt wrigleytom mbly fslr splk fit jcp tsla sina wb ctrp sq clvs bmrn tree fl bidu jack,0,0,1
385750,small caps still look constructive iwm follow up,1,0,1
385802,firms facebook policy fb,0,0,1
385855,5 trade ideas tuesday crus mkc ulta unp,0,0,1
385881,sampp 500 stocks trading above 50day moving average right spy voo,0,0,1
385897,verizon deal yahoo billion via reuters vz yhoo,0,0,1
385994,spx futures up 4 start week use todays pivot see stay above not,0,0,1
386257,says bank stocks don’t room run cfg bac,0,0,1
386274,schwartz none impressed deal gild,1,0,-1
386567,rt cnntech new terms welcome relief yahoo investors yhoo vz,0,0,1
386741,new terms welcome relief yahoo investors yhoo vz,0,0,1
386745,tech stocks surge fb amzn googl aapl nflx,0,0,1
386866,morgan stanley upping aapl price target 154 based bullishness china supercycle higher retention more,0,0,1
386869,stockalert stocks watch today wallstreet yhoo aapl,0,0,-1
386920,scale amp financial resources make bigtime competitive advantage capital amp theyll,1,0,1
386935,verizon pay 350 million less yahoos operating business vz yhoo,0,0,1
387055,there’s big questions model 3 tesla needs answer tomorrow tsla,0,1,-1
387122,breaking alltime spy nasdaq highs us growth inflation accelerate,1,1,1
387143,hedgeye check breakdown high beta sector vs low beta sector yeartodate financials xlf 53 utilities xlu 21,0,2,1
387214,lol twtrs mission statement info sharing wout dont platform hate,0,0,-1
387346,rt frankmottek stocks move higher time highs dow up 84 cbsla knx1070 aapl 56,1,0,1
387347,terrific tuesday market comes back higher highs dia ibm hrb slw hedging,1,0,1
387463,stocks start higher bull market new highs nice moves higher tesla nvidia autonomous rally tsla nvda,1,0,1
387517,always important buy pivot amzn eps gap break ur,1,1,1
387580,not buy asking nvda rdr friday reclaim pivot yes u third nice job,1,0,1
387609,amzn amzn continues run,0,0,1
387765,google agrees let third party audit ad metrics googl,0,0,-1
387781,apple pay could expanding germany via yahoofinance aapl,0,0,1
387933,tsla weekend launch nice elonmusk,0,0,1
387959,list fresh sampp 500 record highs long post amazon amzn home depot hd goldman sachs gs boeing ba etc,2,0,1
388001,trade monster winning rt googl last w,1,0,1
388119,pm happy owns hd jason roosevelt investments joins nasdaq khc spx xlf,1,0,1
388147,40 us companies still currently loss making ie negative net income andrew,0,2,-1
388344,msft magnificent opportunity microsoft options right,1,0,1
388417,wb run sina lagged sina,0,1,-1
388470,dude im 46 dont need age im kid like ask anyone fact solid game battlefield1 last night ea,0,0,-1
388474,yeah pay googl last week jonnajarian tr,0,0,1
388508,worlds biggest miners profit aal bhp,1,0,1
388650,tesla worth nearly much ford tesla reports earnings tomorrow tsla,0,0,1
388689,eps beats surprises down remain solid eric barclays spx,0,0,1
388879,facebook messenger lets send money bloomberg fb fintech,0,0,1
388918,iphone 8 sales likely grow not super cycle expect aapl,0,0,-1
389015,rt lamonicabuzz one hottest ecommerce companies based arkansas online business booming wmt amzn,1,0,1
389236,rt jbooton quit calling iphone 8 super cycle warns deutsche bank fear aapl suffer expectations high,0,4,-1
389248,quit calling iphone 8 super cycle warns deutsche bank fear aapl suffer expectations high,0,4,-1
389341,one hottest ecommerce companies based arkansas online business booming wmt amzn,1,0,1
389539,baba morning call trigger above today acting better cleared pivot next spot,1,0,1
389590,rt rorol csx ceos departure may expected layoffs deal activist manager paul close,0,1,-1
389636,boeing pfizer others band together ask congress taxes mrk ba cat pfe utx dow ge,0,0,-1
389654,msft may edge aapl comes innovation,1,0,1
389879,lots blue chips different sectors alltime highs today aapl jpm hd ebay v cag ba amzn cof dow brkb gs qsr adbe hon,1,0,1
389888,fall blackberry one bbry,0,2,-1
389907,live qampa 230pm et join things gaming amp discussing lvs mpel mgm wynn,0,0,1
389914,potential winners smartphone screens get aapl amat oled glw,1,0,1
390179,online grocery sales set surge 20 percent market amzn,0,0,1
390216,freeportmcmoran today piper washington dis,0,1,-1
390374,ebay time high 126 ebay set complete breakout,0,0,1
390388,amazon spends research amp development company world 1 amzn 2 googl 5 aapl 6 jnj,0,0,1
390514,oh hot rally bank stocks getting downgrade analysts via,0,1,-1
391087,stocks unstoppable financial experts sampp500 dow amp nasdaq climb wall record highs spx,1,0,1
391527,focus morning tsla mbly dgaz shorts gate cash across board,0,1,-1
391552,175 apple park space ship open april maybe get work something new aapl,0,0,1
391623,cramers stop trading luv,0,0,-1
391812,nasdaq climbed higher 18 last 22 sessions time also up roughly 5 qqq,0,0,1
391938,stocks start lower every stupid trump policy confidence future bonds up amp gold tesla nvidia holding up tsla nvda,0,1,-1
392047,amazon offers discount record poll result via yahoofinance amzn,0,0,1
392077,twitter video problem twtr,0,1,-1
392142,tesla earnings preview 5 things expect company reports earnings afternoon tsla,0,0,1
392204,fb yes came long added like commentary morning trim hold,1,0,-1
392224,ino years ago,0,0,-1
392344,fb one keep eye,0,0,1
392371,googl,0,0,1
392524,whatsapp stories clone fb,0,0,1
392525,whatsapp stories clone fb biintelligence,0,0,1
392543,brian pay well within reach time raise bar bank america bfly bac,0,0,1
392599,kimblecharting avoid looks much like vrx 😉,0,1,-1
392692,rt malibuinvest baba breaking,0,1,1
392728,7 commodity winners electric car revolution tsla glncy emergingmarkets lithium copper barronsonline,1,0,1
392986,tsla look tesla 1 year second generation coming 92 savings utility bill,0,0,1
393045,fit reports close estimize consensus eps revs compared ws,0,0,1
393067,markets struggle find positive ground fed minutes may move spy uso vxx tlt dia,1,0,-1
393453,stocks going positive ahead state high school hockey spx,1,0,1
393478,stockalert shares facebook up 1 hitting alltime high fb,0,0,1
393533,concentrated nibbling bac,0,0,1
393570,facebook shares hit alltime high via msabalakrishnan fb,0,0,1
393655,facebook new time highs up points love fb,2,0,1
393773,fb alltime high up 2 not good sign snap ahead ipo right investors betting fb whatsapp instagram crushes snap,1,0,1
393832,rt charliebilello sampp 500 90 straight trading days without 1 decline longest streak since 2006 spx,0,1,1
393880,fb youre bullish trade options know,0,0,-1
393914,rt canuck2usa fb weeks ago top er,0,0,-1
394050,heres new starbucks store may hold key coffee biggest problem,0,1,1
394061,tesla higher ahead earnings tsla,0,0,1
394091,ibm watson project matthewherper,0,0,-1
394181,hearing vr next big thing wonder msft fb sne,0,0,-1
394255,rt seeitmarket chart spotlight bear market indicator back neutral blog callumthomas spy,0,0,-1
394272,msft turning short put head win,1,1,1
394335,feels like 2007 tells bnn spy,0,0,-1
394373,paypal apple pay pypl aapl,0,0,1
394417,rt canuck2usa nflx new highs day,1,0,1
394473,popular among retail sure amd nvda,1,0,1
394528,warren buffett may simply take airline entirely luv dal ual nsc unp aal,0,0,-1
394801,rt optionsaction tesla could surge new highs earnings tsla,1,0,1
394836,yhoo sold vz mayer spent 28b mampa tenure final price tag core yahoo website mampa 168b,0,0,1
394863,msft easily one best examples trade options market,2,0,1
395014,nke flow today,0,0,1
395163,teslas earnings report doesnt matter tsla bidu f gm,0,0,-1
395185,jimcramer takes look days biggest stocks ahead earnings bell tsla fit sq,0,0,1
395188,rt last week warned solarcity confirmed undisclosed sec probe think anyone ask tsla,0,2,-1
395211,last week warned solarcity confirmed undisclosed sec probe think anyone ask tsla,0,2,-1
395215,rt mcdonalds cutting coffee prices combat industrys slump mcd,0,0,-1
395360,netflix oscar potential sight amzn nflx,0,0,1
395388,lets see start pile back post minutes bac,0,0,-1
395389,internet things investments tomorrow recent winners good buys today amzn nvda swks,2,0,1
395454,28b spent mampa used stock buybacks avg cost yhoos stock price today would likely 16 higher,0,0,1
395565,terrible least web wan na hear moynihan bac,0,0,-1
395607,weekly tsla straddle trading implies 65 move up down thru friday,0,0,1
395621,rt cgrantwsj tsla factset consensus sales adj eps 53 cent loss everything else,0,1,-1
395631,tsla factset consensus sales adj eps 53 cent loss everything else,0,1,-1
395632,smartphones smartwatches everything real threat fitbit jbooton,0,1,-1
395640,rt tesla tsla could 1 trillion company end next decade says billionaire investor ron baron,0,0,1
395664,tsla three month tear,0,0,1
395740,says tesla far ahead autonomous terms data,0,0,1
395847,jan amp feb positive could happen spx wildcard wed morning investools,1,0,1
395985,us national debt hit 20 trillion gold may make headlines gld,0,0,1
395995,nvda powerful option strategy nobody sees everybody,0,0,1
396000,tesla tsla considering up five gigafactories,0,0,1
396004,tesla says began manufacturing model 3 early february already positive initial crash testing tsla,1,0,1
396012,rt cnbcnow earnings hp inc q1 eps 038 adj vs 037 est q1 revs vs est • hpq shares up 1,0,0,1
396016,actually happened aapl 😳,0,0,-1
396141,tesla says later year expects finalize locations gigafactories 3 4 possibly 5 tsla,0,0,1
396257,tsla far positive,1,0,1
396291,wow tsla plans finalize 4 5 gigafactories 2017 buffalo solar plant 2,0,0,1
396410,rt options winning options nvda ophirgottlieb,1,0,1
396418,tsla beats revenue 228b vs 218b,0,0,1
396448,breaking fitbit inc fit q4 revenue vs expected,0,1,-1
396449,breaking fitbit inc fit q4 nongaap earnings per share eps misses estimates 056 vs 05 expected,0,2,-1
396476,good news jack dorsey company no not twtr square beat sales sq up 3 hours,1,0,1
396491,big day stocks dow longest run record closes three decades djia,0,0,1
396493,vix fb new record high amp cree unusual activity jonnajarian,0,0,1
396571,tesla tsla 165 ah hit solar city operating expenses tesla invested million capex model,0,0,1
396575,initial takeaway tesla isnt backing down one bit model 3 timeline anything looks aggressive tsla,0,0,1
396608,citigroup stepping influence trump may away finance policy c,0,0,1
396684,analyst theres cash flow tesla makes wonder,0,0,-1
396704,rt corytv breaking tesla free cashflow burn tsla,0,1,1
396710,afternoons winner hpq beats 99 analysts wall street consensus,1,0,1
396711,hpq reports inline estimize eps consensus beats estimize revenue consensus,0,0,1
396712,hpq reports fq1 earnings eps revs,0,0,1
396724,rt wow tsla plans finalize 4 5 gigafactories 2017 buffalo solar plant 2,0,0,1
396763,5 gigafactories first up amp running second soon buffalo tsla planning finalize locations two maybe three year,0,0,1
396791,tesla beats q4 sales estimates global orders up 49 tsla,0,0,1
396806,teslas battery biz enjoyed huge growth q4 sales up third quarter tsla,1,0,1
396830,breaking tesla sees investing ahead model 3 tsla,0,1,1
396853,rt cnbcnow earnings tesla q4 loss q4 revs 228b vs 218b est • tsla,0,1,-1
396862,tesla plans double north american locations 2017 heres last year tsla,0,0,1
396910,breaking tesla free cashflow burn tsla,0,1,1
396923,record high orders model model x tesla says model 3 initial production begin july tsla still up 2 hours,0,0,1
396958,rt jimcramer happening thestreets live coverage tsla earnings,0,0,1
396978,afternoons winner fit beats 228 analysts wall street consensus,1,0,1
396979,fit misses estimize eps consensus 13c estimize revenue consensus,0,1,-1
396980,fit reports fq4 earnings eps revs,0,0,-1
396981,happening thestreets live coverage tsla earnings,0,0,1
396984,fit still lot support 0,0,0,1
396999,sina beats estimize eps consensus 13c estimize revenue consensus,0,0,1
397000,sina reports fq4 earnings eps revs,0,0,1
397054,read tesla lost customer fourth quarter anyone want,0,1,-1
397062,tsla wont give full yr deliveries guidance due production expects sell 50000 vehicles first half,0,1,-1
397163,accurate tsla estimate beating analysts wall street consensus,0,0,1
397164,tsla misses estimize eps consensus beats estimize revenue consensus,0,1,-1
397172,tsla shares edge higher ahead 4q earnings call saying model 3 volume production start sept,0,0,1
397180,tsla continues wow despite lack profits poor elonmusk still cant impress guy,2,2,1
397258,still no update tesla model3 total customer tsla almost,0,0,-1
397492,fitbit sold 65 million devices q4 despite earnings miss fit,1,1,1
397524,rt hsilverb djia sets 9th consecutive closing last run 13 days 1987 opening 110 – year crash,0,1,1
397731,exxon proved reserve estimate replaced 65 oil gas pumped last year via wsj xom,0,0,-1
397734,tesla model 3 probably 34 months away musk says tsla,0,0,1
397763,rt record closing high dow industrials hasnt happened since january 1987 12 straight djia,0,1,1
397813,musk reiterates tesla able sell 500k cars 2018 1 million 2020 thats likely outcome tsla,1,1,1
397855,gold higher trump’s 2017 india china gld gold gdxj rbc barronsonline,0,0,1
398609,walmart takes another shot amazon – consumers get win wmt amzn,1,0,1
398850,watch dow fire nordstrom earnings teslamotors gets tsla jwn,0,0,1
398936,rt biuktech apple spoke trumps aapl,0,0,-1
398939,profit margin 2013 high morgan stanley raises price target via barronsonline ctrp,1,0,1
399010,china’s soon users twitter twtr wb,0,0,1
399163,tsla green red test please stop fading need higher better entry later,1,0,-1
399175,nvidia falls following nomura downgrade analyst concerned slowdown gaming nvda,0,3,-1
399209,rt lamonicabuzz googl market value billion google justifies imho adorable give raise st,0,0,1
399243,googl market value billion google justifies imho adorable give raise m,0,0,1
399283,15b aapl amp fb amtd customers says tdansherrod mariabartiromo good content,1,0,1
399338,next time title piece volatility give vol 4 perspective,0,1,-1
399619,high flying nvidia cut sell nomura sees 19 downside nvda,0,2,-1
399642,icymi google plans yet another product goog,0,1,-1
399687,rt speak tsla vehicles constant main island,0,0,1
399858,peek markets us stock futures edge higher ahead economic data fit hrl kss tsla nvda spy uso,0,0,1
400141,rt seeitmarket speaking big box stores costco trading well coming range measured move 200 tgt cost,0,0,1
400210,up night worried might not get model3 fall power went power wall solar,0,1,1
400229,one analyst gaining confidence teslas potential profitability tsla,2,0,1
400321,rt retheauditors apple trumps decision treasury pull support aapl i,0,2,-1
400435,makes want sell sbux trust,0,1,-1
400467,tesla says model 3 track volume production september earnings tsla,0,0,1
400543,jack w tsla lb nvda today,0,0,1
400688,dude held vrx 250 20,0,0,-1
400746,timseymour isnt teslas stock performance tsla,0,0,-1
400809,agn drug prices bulk future growth,0,0,-1
400824,tesla square hp price targets raised earnings nvidia faces key test tsla sq,0,0,1
400897,solarcity cost tesla earnings beat bull stronger bear tsla,1,1,1
401003,up buck mcd soft drinks 1 amp mccafe drinks 2 mcdonalds mcdonalds,0,0,1
401038,tesla cfo departure big spending plans solid electric car sales tsla down 5 morning,0,0,-1
401070,think negative tweet trump crushes stock think gm lmt ba twx amzn aapl,0,1,-1
401279,fast long swing trade,1,0,1
401306,stocks open higher tesla nvidia down 4 open like see like companies nvda tsla,0,0,-1
401349,far looks like good call get tsla last week,1,0,1
401418,shares tsla fell 23 auto company reported wider expected loss,0,1,-1
401703,tech take upcoming apple iphone launch aapl,1,0,1
401799,spy call yesterday follow gld deal well world,0,0,1
401913,setting up nicely let speculation get stock post earnings wait add good opportunity coming tsla nvda,2,0,1
402003,rt gss surprise chinas rumored plans attract foreign cash,0,0,-1
402049,amzn amazon running thank customers check,0,0,1
402082,elon musk new press needed produce model 3 parts hasnt delivered yet tsla,0,1,-1
402327,oil goes 70 thats bad thing fed hike quickly tax reform cancelled xom bp,0,3,-1
402338,sina bear flag,0,0,-1
402432,rbc not adding macys shopping despite mampa rumors amzn,1,0,-1
402438,analyst generating real returns capital tsla,0,0,1
402448,rampcapitalllc aapl perfect driving airpods,1,0,1
402470,teslas earnings report good enough keep believing tsla,1,0,1
402491,prime booze amazon gets license amzn,0,0,1
402751,postearnings selloff hits many chinese baidu q4 tonight wb sina,0,1,-1
402867,rt wfc hasnt financial media gone c jpm way cnbc business,0,0,-1
403037,mcd continues climb alltime highs watching closely,1,0,1
403113,sq up 12 today following earnings maybe square buy twitter jack jack sarcasm twtr,1,0,1
403239,nvda q4 report 29 first time 4 co didnt raise guide big vs street upgrade cycle upside gone,1,0,-1
403245,teslas market cap almost big fun tesla stuff,0,0,1
403605,got real selling going today nvidia getting interesting point see get 100 sit tight nvda,1,1,1
403677,spx failed hold went red see holds area important upper spot measure,0,1,-1
403740,moves crazy little spy dip sign oh baby going fun,1,0,1
403751,soon might able buy amazon amzn,2,0,1
403772,tsla ytd vwap seems likely move potential level support b,0,0,1
403943,bidu reports close estimize consensus 014 eps revs compared ws,0,0,1
403969,says tsla heard enough keep believing heres take,0,0,1
404021,rt cecileva traders gold bet thats returned 180 two months jnug gld gdx,0,0,1
404053,set gs sheila patel esg investing asia evolved,0,0,1
404169,showing bit stay alert wallstjesus spy vxx,0,0,1
404321,covered rest spy hedge ill revisit dont need hedge got stopped many longs today,1,2,-1
404340,wow filled qqq gap im getting,0,0,1
404352,market built x amd great downside nvda looking scale long later far,1,0,1
404381,qqq below prior low lets see stays below small change,0,1,-1
404382,sina not even 1 bounce ride down,0,1,-1
404417,one set way back machine dec 28 2016 nvidia’s booming stock may fall 20 nvda,1,1,-1
404429,spx 8day extended good back 21day also strong spot,2,0,1
404448,yup love get investors get good price tsla,2,0,1
404511,sampp hits alltime high fslr hpq rig endp,0,0,1
404534,dow hits alltime high vz xom ba cvx,0,0,1
404551,tsla faces life city electric cars via wsj,0,0,-1
404611,citi prepares regulatory rollback c,0,0,-1
404613,three weeks ago jeffmacke estimize nvda not surprising happened next,0,0,-1
404707,lost model 3 outlook news teslas cfo jason leave company april tsla,0,1,-1
404734,nvidia know highly overvalued intc nvda swks,0,1,-1
404932,tsla shares raises concerns via reuters,0,2,-1
404965,tesla says model 3 track volume production september tsla,0,0,1
404969,nvidia pair downgrades attention turns advanced micro devices amd intc nvda,0,1,-1
405128,jumps announcing successful ino,1,0,1
405134,7 commodity winners electric car revolution tsla glncy emergingmarkets lithium,1,0,1
405142,spy held above weekly support pivot penny,0,0,1
405182,rt foxbusiness tesla says model 3 track volume production september tsla,0,0,1
405195,nickbilton theres no question facebook media company given influence news,0,1,-1
405226,amazon applied license grocery store,0,0,1
405340,rt three weeks ago jeffmacke estimize nvda not surprising happened next,0,0,-1
405343,us stocks start mixed energy companies bounce back hpq mro read ➡️ ,0,1,1
