@RELATION trialquotes_newdata

@ATTRIBUTE index_number REAL
@ATTRIBUTE tweet STRING
@ATTRIBUTE sentiment {-1.0,1.0}

@DATA
5893,"previous record quarter was $<num>.<num> in <alphanum> '<num> . still early but <alphanum> '<num> projected to beat this by a wide margin , earni",1.0
5894,"#apple and other big stocks with nice charts $aapl",1.0
5895,"will #gold shine on ? $gld $gdx $slv",1.0
5896,"s & amp ; p <num> earnings likely hit a new record in <alphanum> . recovery in crude oil & amp ; energy earnings an important factor . $spx",1.0
5897,"google all-time highs ... . $<num> billion and counting via @howardlindzon $goog",1.0
5898,"shoot , man , you must be short a lot of $aapl ! good luck..maybe it will work for you ...",1.0
5899,"alibaba reports earnings this tuesday morning . its stock is up about <num> % since jack ma met with trump . chart : $baba",1.0
5900,"$gs economist yu song on #china monetary policy , reforms and economic outlook cc @business",1.0
5901,"google hit a new all-time high today . returns since its ipo in <num> ... $googl : +<num> % $spy : +<num> % $yhoo : +<num> %",1.0
5902,"will american express raise its dividend in <num> ? $axp",1.0
5903,"#dailybriefing add these #stocks to your to-buy list : $hum $lmca $qcom . #finance #fintech",1.0
5904,"rt @lizrhoffman : morgan stanley continues to do more with less on the trading front . headcount down , risk down , revenues up <num> % . $ms",1.0
5905,"$sbux it will take time , but here comes the growth . my take from dec '<num> via @yahoofinance @cnnmoney",1.0
5906,"$baba up more than <num> % #premarket on solid #s. booming cloud revenue . jack ma seems friendly-ish with president trump . bad news for $amzn ?",1.0
5907,"watch these <num> huge put purchases in tuesday trade $baba $ca $infn $rad $sbux $pfe $tmus",1.0
5908,"zhang : new retail will result in new value creation from the integration of traditional retail with mobile internet innovation $baba",1.0
5909,"zhang : we coined the term new retail to describe a world where the distinction between online and offline commerce becomes obsolete $baba",1.0
5910,"zhang : during the <num>.<num> global shopping festival , & gt ; <num> mm consumers on our platform bought goods from nearly <num>k international brands $baba",1.0
5911,"rt @wallstjesus : bull sweeper detected in big blue $ibm ..",1.0
5912,"zhang : demand for high-quality imported products by chinese consumers has accelerated with evolution in consumer taste and lifestyle $baba",1.0
5913,"tsai : we are increasing revenue guidance for full fiscal year . accelerating our growth on an even bigger base . $baba",1.0
5914,"tsai : with <num> % year-on-year revenue growth and <num>.<num> billion us dollars in free cash flow , our numbers speak for themselves $baba",1.0
5915,"yahoo ! inc earnings boost odds of verizon communications inc deal $yhoo",1.0
5916,"chipmaker $avgo is a great tech buy",1.0
5917,"samsung earnings : our tmt team publishes implications for $mu $asml $aapl $qcom $tsmc $wdc $syna $oled",1.0
5918,"key is that if bp can achieve such meaningful savings , wait to see what $xom will do . big oil emerging fitter and leaner from downturn",1.0
5919,"mcdonald 's refranchising , expense reduction efforts will continue to create value for investors $mcd",1.0
5920,"the good news about yahoo is that there actually is some good news : @shiraovide via @bfly",1.0
5921,"yelp is at a key inflection point ; charts to trade a breakout or a breakdown $yelp",1.0
5922,"rt @lamonicabuzz : $baba up more than <num> % #premarket on solid #s. booming cloud revenue . jack ma seems friendly-ish with president trump . bad",1.0
5923,"rt @jboorstin : amazon is the first streaming service to win a best picture nomination , with #manchesterbythesea $amzn #oscarnoms",1.0
5924,"amazon is the first streaming service to win a best picture nomination , with #manchesterbythesea $amzn #oscarnoms",1.0
5925,"facebook , amazon are just below buy points after completing proper handles $fb $amzn $aapl",1.0
5926,"#stockalert - stocks to watch today on #wallstreet . $yhoo $baba",1.0
5927,"stock futures hold tight gains ; freeport , yahoo , corning advance $fcx $yhoo $glw $baba $bhp",1.0
5928,"rt @fpinvesting : yahoo ! inc earnings boost odds of verizon communications inc deal $yhoo",1.0
5929,"$amzn bezos ' commitment to expanding cust services is n't new . it 's just expensive . took over retail while others tw",1.0
5930,"with yahoo ! shares rising in pre-market trading , here 's what you must know before the opening bell :",1.0
5931,"sorta , kinda big juncture for the $spx . i still think we retest $spx <num> *at a point* but thru here opens door to",1.0
5932,"the iphone <num> wo n't help apple $aapl",1.0
5933,"rt @thedomino : among today 's <num>-wk highs in s & amp ; p <num> ? anthem $antm united rentals $uri $ibm skyworks $swks texas instruments $txn freeport m",1.0
5934,"among today 's <num>-wk highs in s & amp ; p <num> ? anthem $antm united rentals $uri $ibm skyworks $swks texas instruments $txn freeport mcmoran $fcx etc .",1.0
5935,"#ios #android $googl $aapl $msft",1.0
5936,"stocks rise as alibaba pops ; eagle breaks out , lockheed dives $baba $exp $lmt $vz $yhoo",1.0
5937,"$baba went from $<num> ( when it cleared its descending channel ) . it hit $<num>.<num> . now it needs time to set up again",1.0
5938,"microsoft levels to watch after earnings $mcd via @investopedia",1.0
5939,"the gold miners have recovered all of their post-election losses . $gdx",1.0
5940,"helpful : new $amzn alexa app claims to track your missing phone to the ends of the earth #trackr",1.0
5941,"mcdonald s could finally catch up to burger king and wendy s with its newest test $mcd",1.0
5942,"most banks now floating up , big moves from the am are in . let 's see if they support and run it again in afternoon .",1.0
5943,"rt @timothysykes : my newest blog post will help you this week learning how to profit in these political times $fb $",1.0
5944,"$pypl sold . it 's been rejected near this level previously and earnings are around the corner . all out .",1.0
5945,"@tierrapartners that does n't mean anything . they need to sell ads . that 's what they do . $twtr",1.0
5946,"here are the companies reporting earnings at <num> pm et today $aa $stx $isrg $txn $cof $dfs $navi list :",1.0
5947,"buy starbucks shares aggressively on any short-term pullbacks $sbux",1.0
5948,"i am having a great money conversation with @tombrammar on facetime and should be able to livestream publicly ... shame on $aapl",1.0
5949,"@<num>hhsc i i own $fcx and $clf . might tell you something .",1.0
5950,"snapchat is getting ahead of other social platforms in at least one way $fb $twtr @snapchat",1.0
5951,"rt @motleyfooltech : `` we had a pretty powerful release in <alphanum> ... '' no kidding $nflx",1.0
5952,"global dominance continues $amzn",1.0
5953,"the s & amp ; p <num> is on course to do something it hasn t in <num> years . $spx",1.0
5954,"@veedub<num> right ; $twtr still squeezing <num> lbs of shit thru a ten-pound horse but there *is* good insight if u find trusted sources .",1.0
5955,"nice step by step comparison w/ slow/fast moving averages . $spy",1.0
5956,"amazon is expanding into the auto parts market $amzn",1.0
5957,". @ford plucks new brand chief from $aapl via @automotive_news",1.0
5958,"`` manchester by the sea '' is @amazon 's <num>st #oscarnoms . @vanityfair 's @kateyrich weighed in on the prestige this gives",1.0
5959,"microsoft brought another linkedin exec onto its leadership team . the latest - eng exec kevin scott as new $msft ct",1.0
5960,"what 's on the menu for mcdonald 's march investor meeting ? $mcd",1.0
5961,"congrats @kevin_scott on becoming $msft cto !",1.0
5962,"$fdx correction is over . done . kaput .",1.0
5963,"here comes <num>,<num> bottles of mcdonald 's big mac sauce onto the market ... $mcd",1.0
5964,"rt @kchaykowski : microsoft brought another linkedin exec onto its leadership team . the latest - eng exec kevin scott as new $msft cto",1.0
5965,"ex-goldman sachs programmer sergey aleynikov had conviction reinstated on appeal today $gs via @markets",1.0
5966,"mcdonald 's will give away <num>,<num> bottles of big mac special sauce for the release of its grand mac & amp ; mac jr :",1.0
5967,"rt @anorajourno : $spx , $comp trading above record closing levels . #dow<num>k is close to reality $djia",1.0
5968,"$spx , $comp trading above record closing levels . #dow<num>k is close to reality $djia",1.0
5969,"<num> biggest mid-day gainers for tuesday $ati $gnvc $mpsx $hzo $clrb $nak $tis $rmd $gpro $dhi $yhoo $baba $slgn $plow",1.0
5970,"here 's how to manage proper risk/reward watch this and learn $fb $twtr",1.0
5971,"rt @lamonicabuzz : trumped up ? market rallying again . all-time highs for several big companies . $csx $rai $adbe $googl $avgo $chtr $de $race",1.0
5972,"trumped up ? market rallying again . all-time highs for several big companies . $csx $rai $adbe $googl $avgo $chtr $de $race $dvmt",1.0
5973,"that 's a whole lot of echos $amzn",1.0
5974,"i did leave for my mid-day workout . still in $spy $amzn $twlo $nflx $jpm . & amp ; all options . it 's nice when things work",1.0
5975,"alibaba 's singles ' day strength : how has chinese cyber monday grown over the years ? $baba",1.0
5976,"despite cards & amp ; venmo , americans wrote <num>.<num> bil checks in <num>. not sure this spokesman can claim any credit .",1.0
5977,"$qqq to all time high but just <num> % adv so far .",1.0
5978,"apple <alphanum> earnings preview : still poised to ripen $aapl",1.0
5979,"facebook data points to a promising future for m-commerce $fb",1.0
5980,"@probesreporter @amacker also , sec nominee 's law firm helped prepare questionable responses to sec comment letters on behalf of $baba",1.0
5981,"marriott now operates more than <num>,<num> hotels with nearly <num>.<num> million rooms in <num> countries and territories :",1.0
5982,"amazon locker goes to the bank $amzn",1.0
5983,"tesla is planning annual hardware updates $tsla",1.0
5984,"rt @timothysykes : <num> things millionaires do that others do not which will you choose $fb $twtr",1.0
5985,"rt @timothysykes : here 's how to manage proper risk/reward watch this and learn $fb $twtr",1.0
5986,"you 're buying , they 're selling : big bank execs dump $<num> million in stock as market soared : $gs $jpm",1.0
5987,"business line between cable and mobile continues to blur $lmca $s $t $tmus $vz $yhoo $twx",1.0
5988,"business insider : apple released its next big thing and nobody noticed $aapl",1.0
5989,"love the strong dollar-impact comparison of the $mcd revenue charts . great context .",1.0
5990,"amazon becomes first streaming company to get oscar best picture nod . $amzn",1.0
5991,"last year $spx fell <num> % before starting it 's march higher on february <num>. if symmetry holds , $spx has twelve sessions to rip <num> % .",1.0
5992,"$bac i 'm going to show you what edge is in option trading . and then you 're going to do it yourself",1.0
5993,"rt @cheddar : ford 's new chief brand officer , musa tariq , has worked at apple , nike , and burberry . impressive resume . #cheddarlive $f $aapl",1.0
5994,"ford 's new chief brand officer , musa tariq , has worked at apple , nike , and burberry . impressive resume . #cheddarlive $f $aapl $nke $brby",1.0
5995,"rt @ophirgottlieb : $googl breaks out to all-time highs see chart -- & gt ; via @cmlviz",1.0
5996,"$googl breaks out to all-time highs see chart -- & gt ; via @cmlviz",1.0
5997,"a mcdonald 's in boston is launching an atm that spits out free big macs $mcd",1.0
5998,"trying to buy a new laptop is a good reminder of what makes apple so special $msft $aapl",1.0
5999,"baird : buy starbucks shares aggressively on any short-term pullbacks $sbux",1.0
6000,"$fdx , $ibm and $kmb show unusual strength",1.0
6001,"tesla accelerates on upgrade , white house visit - $tsla",1.0
6002,"if you 're not invested in oil , gas and pipelines that is a big mistake . big opportunities here . $etp $mmp $chk $eog $fcx",1.0
6003,"$nflx now $<num>.<num> . entry was $<num>.<num> . day #<num> rdr tactics work with defined risk . take a peak and learn it . still in",1.0
6004,"$goog reports #earnings <num>/<num> amc , @peterlusk talks atm straddle aka expected move & amp ; cites <num> trades",1.0
6005,"do n't worry about nike and tariffs . $nke",1.0
6006,"so much for that ipo : #cisco to buy appdynamics for $<num>.<num>b $csco via @salvagno",1.0
6007,"wow - just days before ipo that was aiming for ~ $<num>.<num>b valuation , appdynamics gets $<num>.<num>b bid from cisco .",1.0
6008,"this $stx q was total blow away.. just amazing.. will propel whole group ...",1.0
6009,"the first tech ipo of <num> is cancelled : cisco is buying appdynamics for $<num>.<num> billion $csco",1.0
6010,"#thetroublewithjack : $baba blows out <num>q , but is it diversifying fast enough ? jeffries ' #jessieguo , #street <num>:<num>a h",1.0
6011,"tesla quietly brings online its massive <num> mwh powerpack station with southern california edison : $tsla",1.0
6012,"option trading in $spy to beat the market",1.0
6013,"the nasdaq closed at a new all-time high today . so did the s & amp ; p <num>. here are the levels they hit : $spy $qqq",1.0
6014,"the marvelous world of knowledgeable options trading $spy $aapl $sbux $nke",1.0
6015,"rt @russward_tokyo : goldman sachs working on sale of #toshiba chip business , sources say $gs via @technology",1.0
6016,"rt @stocktwits : it just happened . here 's a chart of the dow crossing <num>,<num> . $djia :",1.0
6017,"rt @cheddar : breaking : the dow breaks <num>,<num> as trading begins wednesday . $djia #cheddarlive",1.0
6018,"since march <num>th , <num> ( the first time dow closed above <num>k ) apple has surged <num>.<num> % $aapl",1.0
6019,"rt @trfinservices : the #dow $dji has hit <num>k ! $gs $jpm $unh $trv $dis have been the indices biggest winners since the election #eikon",1.0
6020,"dow jones hits <num>,<num> ( dow <num>k ) for first time ever $dji $djia #dow<num>k",1.0
6021,"breaking : the dow breaks <num>,<num> as trading begins wednesday . $djia #cheddarlive",1.0
6022,"it happened . $djia",1.0
6023,"the market in <num> minutes : big earnings and a major ipo acquisition $aa $aeo $ba $utx $vz $luv $stx $aks $csco $spy",1.0
6024,"can ebay gain market share from amazon ? $ebay $amzn",1.0
6025,"alibaba 's success leaves room to innovate $baba",1.0
6026,"alibaba 's success leaves room to innovate $baba by @biintelligence",1.0
6027,". @jimcramer asks @chuckrobbins on @cnbc whether $csco customers are as optimistic as equity investors : 'customers are in wait and see mode '",1.0
6028,"live : dow breaks <num>k . will it close above the mark ? #cheddarlive #golive $djia",1.0
6029,"rt @foxbusiness : dow winners : $ba $cat $jpm $ge $intc #dow<num>k",1.0
6030,"dow winners : $ba $cat $jpm $ge $intc #dow<num>k",1.0
6031,"nice to see apple and facebook both up $<num> one growth one value . $fb $aapl",1.0
6032,"record-breaking wednesday - dow <num>,<num> back in sight ! $ndx $spx $nya $fcx $dia $oil",1.0
6033,"rt @hsilverb : $djia intraday passes <num>,<num> for first time , first closed above <num>k on <num>/<num>/<num> , <num>k on <num>/<num>/<num> , <num>k on <num>/<num>/<num> , and <num>k on <num>",1.0
6034,"$csco plans to acquire #appdynamics for $<num>.<num> billion",1.0
6035,"just four stocks responsible for half the gain or nearly <num> dow points since election : $gs $ba $ibm $unh #dow<num>k",1.0
6036,"you 're looking at <num> years of stock market history in america . and where dow <num>,<num> stands . $djia :",1.0
6037,"$stx big earning move.. great breakout . wtching for first dip/flag",1.0
6038,"rt @businessinsider : the first tech ipo of <num> is cancelled : cisco is buying appdynamics for $<num>.<num> billion $csco",1.0
6039,"siri is coming to apple watch apps $aapl",1.0
6040,"siri is coming to apple watch apps $aapl",1.0
6041,"siri is coming to apple watch apps $aapl by @biintelligence",1.0
6042,"march to #dow<num>k : $bs $gs $jpm $dis $axp",1.0
6043,"why alphabet s waymo could worry traditional automakers - $googl",1.0
6044,"new iphone <num> siri features could vanquish the competition via @yahoofinance - $aapl",1.0
6045,"dow winners : $ba $cat $jpm $ge $intc",1.0
6046,"#starbucks fan #microsoft ceo satya nadella nominated to $sbux board .",1.0
6047,"to @nyse 's @ptuchmannyse and matthew cheslock , #dow<num>k is validation of earnings season and trump 's campaign promise",1.0
6048,"$csco 's $<num>b purchase of appdynamics ranks as its largest-ever acquisition and top tech m & amp ; a deal <alphanum> . #spglobaldeals",1.0
6049,"s & amp ; p <num> all-time highs : $googl $adbe $ma $v $intu",1.0
6050,"@jimnivison that 's quite a lunger ... look , insanely good car . but that 's point , if so good success = typical auto margins not $fb margins",1.0
6051,"each <num>,<num> point milestone becomes easier and easier as the % change necessary goes down . as @allstarcharts would s",1.0
6052,"trump border wall stocks : $nue $stld $de $cat",1.0
6053,"the stock surge since nov. <num> , when the djia closed above <num>,<num> for the first time , has been led by financials , in",1.0
6054,"s & amp ; p <num> all-time highs : $googl $adbe $ma $v $intu",1.0
6055,"how i made $<num>,<num> on a monday & amp ; how you could too ahhh i 've missed trading with a big account $fb $twtr",1.0
6056,"$amzn went hard into shipping when $ups and $fdx ruined xmas <num>. bezos plays the long game ( <num> surprises",1.0
6057,"read @drugchannels ' trenchant analysis of the auvi-q price . he talks to kaleo , does n't take back $vrx comparison .",1.0
6058,"a long term monthly contribution $spx plan . can help keep u involved as this is the last <num> years . or a monthly <num>",1.0
6059,"driving the dow : $ba $cat $gs $ge",1.0
6060,"does alibaba 's stellar quarter bode well for other chinese internet stocks ? $baba $bidu $momo $sina $wb",1.0
6061,"the art of the deal : cisco nabs appdynamics $csco $newr",1.0
6062,"stock #movers : boeing jumps on earnings beat ; at & amp ; t , ebay results on tap @seanansmith $ba $t",1.0
6063,"local retailers will cheer this news about $amzn & amp ; #mo sales tax via @lisabrownstl",1.0
6064,"#dow<num>k options traders watching $vix , bulls in $aapl , $googl wings & amp ; tails , $f , $sbux , $cat @angiemiles",1.0
6065,"starbucks is expected to report higher first-quarter earnings and revenue year-over-year :",1.0
6066,"strong bank bid to hold the markets up , while players pick up exposure in biotechs and high fliers . $bac",1.0
6067,"data , oil , & amp ; infrastructure . wildcard wed. discussed : $vmc , $acm , $itri , $lpx , $aa , $stx , $ba #investools",1.0
6068,"what 's coming to netflix in february : $nflx",1.0
6069,"microsoft victory in overseas email seizure case is upheld | reuters $msft",1.0
6070,"rt @cnntech : #apple wants to start making iphones in india $aapl",1.0
6071,"$gs ' sharmin mossavar-rahmani on how history has helped shape her <num> #investing outlook :",1.0
6072,"and the winners are ... #oscarnoms parent media companies $amzn $cbs $cmcsa $dis $foxa $twx $viab",1.0
6073,"as howard schultz prepares to step down as ceo on april <num> , starbucks is adding big names to its board :",1.0
6074,"rt @philipvandoorn : here are the the <num> cheapest , fastest-growing and most beloved dow stocks $gs $pfe $unh $hd $nk",1.0
6075,"the sectors hedge funds are most bullish and bearish on to start <num> $cc $cog $eca $msft $swn",1.0
6076,"@paulcarsten but $baba beat forecasts .",1.0
6077,"parsing the growth prospects of $mmm , $jnj and $yhoo after earnings",1.0
6078,"how ceva will benefit from the apple/qualcomm litigation $ceva $aapl $intc $qcom $t",1.0
6079,"earnings preview : apple <alphanum> <num> $aapl",1.0
6080,"enjoyed being with the us eye care sales team this morning . exciting <num> ahead ! #boldforlife $agn",1.0
6081,"this is good : fact-checking 'the founder ' with ray kroc 's personal attorney via @crainschicago $mcd",1.0
6082,"cisco systems announced its $<num>.<num>bn bid for appdynamics today , the largest technology targeted m & amp ; a deal so far in <num>",1.0
6083,"<num> biggest mid-day gainers for wednesday $acat $aeo $cdti $cveo $bobe $stx $hk $logi $cree $ipi $mdp $onvo $wdc $mme",1.0
6084,"super <num> : apple 's next iphone cycle something to look forward to $aapl",1.0
6085,"intel could break <num>-year resistance after earnings $intc via @investopedia",1.0
6086,"rt @seeitmarket : new blog - `` s & amp ; p <num> breakout targets <num>+ into next week '' by @marknewtoncmt $spy $qqq $xlf",1.0
6087,"$djia finally hits <num>k ! check out what got us there ! $gs , $jpm , $ba , $cat all leading the rally since",1.0
6088,"#alibaba : <num> % upside to new target , #goldman says #emergingmarkets #china #earnings $baba @barronsonline",1.0
6089,"#alibaba : <num> % upside to new target , #hsbc says #emergingmarkets #china #earnings $baba @barronsonline",1.0
6090,"the $djia finally hit <num>,<num> ! check out how we got there ! $gs , $jpm , $ba , $cat leading the way since",1.0
6091,"$twtr $aapl cml pro members we just sent out : '' here come earnings : what to watch '' get pro :",1.0
6092,"rt @kchaykowski : facebook changes trending topics in a push to highlight important , quality news $fb",1.0
6093,"canaccord on intuitive surgical following earnings : 'stay buyers ' $isrg",1.0
6094,"$cat reports before the open tomorrow , estimize consensus +<num>.<num> eps and +<num>.<num>m revs compared to ws",1.0
6095,"$celg reports before the open tomorrow , estimize consensus +<num>.<num> eps and +<num>.<num>m revs compared to ws",1.0
6096,"from the blue skies to the high seas ; amazon follows up blimp fulfillment centers with ... $amzn",1.0
6097,"rt @canuck<num>usa : $googl so strong",1.0
6098,"markets that are strong all day -- with <num>:<num> positive breadth or better -- tend to end that way . $spx $ndx",1.0
6099,"#dow winners today : $ba $cat $gs $ge",1.0
6100,". @jimcramer discusses what 's expected from alphabet and starbucks ahead of their earnings reports :",1.0
6101,". @kennyfoley<num> here you go . $spx $vix $fb $aapl option skew : what it is and why it exists",1.0
6102,"$nflx getting deeper into reality tv puts more pressure on $cbs , abc , tbs and $foxa",1.0
6103,"cisco 's deal for @appdynamics just validated every overvalued ipo-shy tech startup via @shiraovide for @bfly $csco",1.0
6104,"since $djia closed at a <num>-wk low <num> days ago , $ibm , $ba , $gs have made up <num>/<num> of index 's gains and helped dow hit <num>k milestone #dow<num>k",1.0
6105,"back in <num> @jimcramer and i got hate mail <num> the `` road to $spx <num> , it was <num>- it 's <num> and now almost <num>",1.0
6106,"s & amp ; p <num> -- bullish macd cross coming on daily charts ; rsi does n't look overbought yet , either ; mas still below $spx",1.0
6107,"analysts expect qualcomm to report earnings $<num>.<num> per share on $<num>.<num> billion in revenue : $qcom",1.0
6108,"$ebay reports after the close . wonder if management will guide up due to enormous demand for dow <num>k hats ? just kidding ! i 'm keeping mine !",1.0
6109,"getting a lot less bullish on $snap and more excited about my $fb position . fb s cutting off all of snapchat s limb",1.0
6110,"we spoke with @lightspeedvp 's ravi mhatre , who explained why @cisco 's $<num>.<num> billion offer made sense for",1.0
6111,"we 'll see if qualcomm is willing to talk ftc antitrust and apple lawsuits , or the still-to-close nxp deal . $qcom",1.0
6112,"rt @jowens<num> : ebay expected to show growth in earnings and revenue during holiday-shopping quarter . if not , expect big drop . $ebay",1.0
6113,"for the record , tim cook came on @madmoneyoncnbc about <num> points ago when people said $aapl 's best days were behind it .",1.0
6114,"earnings season is here and these companies report at <num> pm et today $qcom $t $ebay $wdc $lvs $ctxs",1.0
6115,"$aapl ( #apple inc. ) passes <num>.<num> ... highest adjusted share price in <num> months ... #stocks #stockmarket #investing",1.0
6116,"does n't matter if you put monthly flows in $dia & amp ; let the market manage it for you . same with the $spx funds",1.0
6117,"rt @jeffmacke : $fdx sentient fedex truck throws itself in front of a train after $amzn expands shipping . ( ht @therealbethann from boston ) h",1.0
6118,"ai n't no bells at a top ; only really , really good news . $spx $ndx",1.0
6119,"this bull market is sure making me feel smart ... i would like to thank all the other ninnies and optimists for their help $spy",1.0
6120,"@moonalice plays 'would you rather ? '' & amp ; says he 's buying $msft over $aapl into earnings tomorrow",1.0
6121,"servicenow eps , revenue edge views , sales outlook strong : $now $crm $ca $hpe $ibm",1.0
6122,"if you bet on these tech stocks like legendary investor @moonalice , you 'd be seeing green , too $fb $aapl $baba",1.0
6123,"logistics-as-a-service ... ! $amzn",1.0
6124,"rt @ophirgottlieb : $bac an option strategy with a <num> % win rate",1.0
6125,"rt @ophirgottlieb : $vix $vxx the incredible option trade that has worked for <num> straight years",1.0
6126,"`` <alphanum> networks posts $<num>m in revenue '' via @geekwire $ffiv",1.0
6127,"watch this step-by-step procedure for finding hot stocks learn it then rinse and repeat $fb $twtr",1.0
6128,"from $gs global macro conference , strategist kinger lau talks #equities & amp ; growth in #china",1.0
6129,"how to use options in $qqq to crush nasdaq returns",1.0
6130,"#alibaba : <num> % upside to new target , goldman says @defotis $baba #china",1.0
6131,"in new <num>-page analysis , paul silverstein examines communications infrastructure sector margins $aaoi $acia $bsft $cien $csco $oclr $jnpr",1.0
6132,". @elonmusk 's surprising rapport with trump yields <num> % rally for $tsla via @bloomberg",1.0
6133,"here 's the break-down of the all-time $spy closing high #sectors",1.0
6134,"rt @agterzis : @lamonicabuzz seems like $fb getting revved up for even bigger initiative in #virtualreality & amp ; #augmentedreality w/ barra hir",1.0
6135,"facebook just hired hugo barra . congratulations , $fb .",1.0
6136,"$aal calendar spread ahead of #earnings tomorrow bmo , @russellrhoads details the trade , skew & amp ; dividend",1.0
6137,"rt @timothysykes : interview with a $<num>+ million trader such valuable wisdom shared here $fb $twtr",1.0
6138,". @google has scaled back on its ambitious projects , and it 's paying off $goog",1.0
6139,"starbucks crushed it here $sbux",1.0
6140,"#xbox live monthly active users reach record <num>m , up <num> % from last year $msft #gaming",1.0
6141,"hard to see any serious downside in the long-run @t_muckerman & amp ; these guys already get a lotta my cash . i 'm thinkin",1.0
6142,"charlie munger and warren buffett focus on operating profit as the key metric , so you probably should too $googl",1.0
6143,"exclusive : energous ceo discusses partnerships , selected due to 'very quick product cycles ' $aapl $dlgnf $watt",1.0
6144,"`` <alphanum> ceo john mcadam : #cloud and #security are big for us '' via @barronsonline $ffiv",1.0
6145,"rt @bloombergradio : $goog $sbux $wynn $msft $intc $wynn all moving in late trading @davidinglestv breaks it all down for us here in #bloom",1.0
6146,"@jimcramer $sbux mobile order is a game changer . i stopped going to @starbucks bc of the wait and started again w/mobile pay . amazing !",1.0
6147,"valueact up nearly <num> % in $stx since ubben shared with us why he bought the big secondary sept. <num>. not horrible-",1.0
6148,"rt @ds_investools : <num>/<num>/<num> - view today 's market forecast here : discussed : $spy $iwm $gld $tlt $uso $uup $eem $xlb",1.0
6149,"everybody loves #alibaba earnings $baba",1.0
6150,"#alibaba affiliate ant financial buys #moneygram for $<num> million $baba",1.0
6151,"facebook is upping its security game and will let you log in with a physical key : $fb",1.0
6152,"`` <alphanum> reports product growth in <alphanum> and hopes for more '' via @sdxcentral $ffiv",1.0
6153,"i 've got a great idea that could turn bed bath & amp ; beyond around @tmfknightly & amp ; it may or may not involve chimneys & amp ;",1.0
6154,"$spx understanding option skew -- what it is and why it exists",1.0
6155,"get inspired by this great female trader we need more female traders fo sho $fb $twtr",1.0
6156,"watch $gs japan vice chair kathy matsui discuss japan 's cpi and #boj inflation target on @bloombergtv in #tokyo .",1.0
6157,"rt @e_russell : $aal will take <num> mainline and <num> regional aircraft in <num> , totalling gross capex of $<num>.<num>bn .",1.0
6158,"will $sbux customers have to pay <num> % more for the foreign drinks ?",1.0
6159,"starbucks ' outlook gives analysts confidence , despite u.s. comp miss $sbux",1.0
6160,"american airlines flies past profit views as unit revenue turns positive $aal",1.0
6161,"yes that was $<num> . impressive that it 's back at $<num> . would be impressive to go green call spreads might actually w",1.0
6162,"apple has confirmed it is joining the partnership on ai $aapl",1.0
6163,"wunderlich raises target on microsoft from $<num> to $<num> following strong <alphanum> $msft",1.0
6164,". @judsonalthoff joins us on @squawkalley to talk $msft , which is trading at new all-time highs this morning",1.0
6165,"#intel ends record-breaking year with solid top- and bottom-line results in the december quarter . $intc",1.0
6166,"bought back those $amzn calls i sold around $<num> yesterday . those earnings i think will be blow out . $googl was jus",1.0
6167,"@stumcmullin @cnbc of all the non tech large caps in the world , this may have the largest upside . buying $sbux today .",1.0
6168,"microsoft stock nets <num>-week high on earnings beat - $msft",1.0
6169,"alphabet revenue growth , yoy : +<num> % . $googl",1.0
6170,"@portiacrowe @chase two fingers to $wfc and $bac",1.0
6171,"$yhoo near <num>yr highs despite all noise around security breach . $vz will not walk from this deal w/ all movement in sector for vertical $baba",1.0
6172,"deutsche bank modeling for <num> % upside in google shares over the next year $goog $googl",1.0
6173,"$spy traded just <num> % of avg daily volume in <num>st hour .",1.0
6174,"starbucks ' digital success means analogue customers like me have to wait longer . is that cutting into profits ? $sbux",1.0
6175,"a ceo who 's who of trump 's manufacturing council $aa $arnc $ba",1.0
6176,"siri is coming to apple watch apps : $aapl",1.0
6177,"guess what 's next week ? ? apple earnings ! ! who 's excited ! ? the iphone might make a comeback , preview here :",1.0
6178,"dragonfly capital - how this week s top <num> performed , january <num> , <num> $irbt $ibm $vmc and more $spy",1.0
6179,"live : will big earnings next week give markets another boost ? watch $aapl $amzn $fb",1.0
6180,"starbucks ca n't keep up with how popular its mobile-ordering feature has become . $sbux",1.0
6181,"google may have shipped <num>.<num>m pixel phones , deutsche ban says $googl",1.0
6182,"rt @<num>capital : lg cap all-time high list at <num> stocks led by financials , tech & amp ; industrials $xlk $xli $xlf",1.0
6183,"can google conquer mobile the way facebook did ? $fb $goog $googl",1.0
6184,"rt @charliebilello : valuation and volatility . new post . $spx $vix",1.0
6185,"the s & amp ; p <num> broke out in a big way this week . watch this from @alphatrends : $spy $voo",1.0
6186,"millennial fan-favorite venmo could become a big part of paypal 's future . $pypl",1.0
6187,"the old guard , $csco $bosh gr , $bk , are validating #blockchain technology beyond financial services ... all the way t",1.0
6188,"rt @optionsaction : here 's how @michael_khouw is betting on facebook ahead of earnings next week $fb",1.0
6189,"why netflix 's money-losing international business looks poised for a big turnaround . $nflx",1.0
6190,"here 's how @michael_khouw is betting on facebook ahead of earnings next week $fb",1.0
6191,"rt @harmongreg : $qqq made a new all-time high close every day this week",1.0
6192,"$qqq made a new all-time high close every day this week",1.0
6193,"rt @optionsplay : $fb cnbc 's @optionsaction @michael_khouw bet on earnings with move above $<num> highs .",1.0
6194,"<num> keys to making millions in the stock market it 's entirely possible if you apply yourself ! $fb $twtr",1.0
