"","tweets","positive","negative","score"
5263,"live : amazon to hire <num>,<num> full-time workers over next <num> months - $amzn",0,0,1
5264,"rt @cnntech : . @amazon says it will create <num>,<num> full-time jobs in the u.s. over the next <num> months $amzn",0,0,1
5265,"amazon sees rapid job growth , plans <num>k new u.s. jobs $amzn",1,0,1
5266,"$bac $jpm $wfc $pnc $infy $blk $frc $fhn",0,0,1
5267,"coming up : watch @alexistvnews @rickjnewman @mylesudland talk $amzn hiring , $t and $twx deal , & amp ; obamacare",0,0,1
5268,"trump effect or counter to alibaba ? amazon to create <num>,<num> new full-time jobs $amzn $baba",0,0,1
5269,"rt @jolingkent : amazon plans to create <num>k full time , full benefit jobs over next <num> months : $amzn",1,0,1
5270,"how facebook is taking more steps to curb fake news $fb",0,0,1
5271,"why @anderskeitz is watching exxonmobil on #fillorkill : $xom",0,0,1
5272,"we 're now joined by @llsethj of @<num>to<num>mac , detailing @apple 's original content plans . $aapl #cheddarlive",0,0,1
5273,"$icpt on the move again . buyout offers from $nvs or $gild next week ? this stock is my #<num> pick for a strong move in <alphanum> #biotech #stocks",1,0,1
5274,"fantastic , plus they own <num> % of $aa that they can liquidate and really help the balance sheet",1,1,1
5275,"rt @stockstotrade : when stockstotrade helps you find the profitable trades ... #successfultraders #stockmarket $fb $twtr",1,0,1
5276,"how apple 's culture of secrecy wears down its top developers $aapl",1,1,1
5277,"$djia - dow jones industrials ... thus far correcting through `` time '' . but selling would likely accelerate if dec <num>",0,2,1
5278,"facebook has a mysterious team working on tech that sounds a lot like mind reading $fb",0,0,1
5279,"`` take a ride with us in a self-driving audi <alphanum> using nvidia autonomous tech '' $nvda",0,0,1
5280,"apple wants content to compete with spotify $aapl $nflx",0,0,1
5281,"tax cuts could boost $spx eps by <num>-<num> %",1,0,1
5282,"the twitter exec in charge of making advertisers spend money explains what he is saying to clients right now $twtr",0,0,1
5283,"facebook and instagram are trying to upstage snapchat . $fb",0,0,1
5284,"taken out between $<num> - $<num> by valentines day ... bidding war between $gild , $nvs , and one dark horse bidder ...",0,0,1
5285,"despite being infamously known as a destroyer of jobs , amazon actually plans to create <num>,<num> new jobs :",1,0,1
5286,"@loomdart @cryptoethan see those earnings for the banks . wow . growth stocks again . just getting started . $jpm $bac",2,0,1
5287,"lot of large-cap been coiling now for weeks . time to move . good morning folks $spy",1,0,1
5288,"jim cramer gives his opinion on mccormick , rr donnelley & amp ; sons and new relic $adbe $crm $newr $cat $mkc",0,0,1
5289,"i think the longer $tsla holds $<num>ish the better the next trade above $<num>",1,0,1
5290,"the $amzn options we bought when it was $<num> is a hold through earnings . i trimmed some . so it 's a basic free play",0,0,1
5291,"the $djia is rising in pre-market hours as the #earnings season begins . learn more :",0,0,1
5292,"amazon announces <num>,<num> new us jobs as trump presidency nears $amzn",0,0,1
5293,"rt @foxbusinessam : #amazon to add <num>k new u.s. jobs in the next <num> months $amzn #jobs @amazon @leafoxnews",0,0,1
5294,"tesla revealed what it will charge for a charge : $tsla",0,0,1
5295,"rt @rachelkbeals : how , after <num> years since online retailing emerged , does only $amzn stand head & amp ; shoulders above ? @bkollmeyer",0,0,1
5296,"wedbush 's seth basham : rating for tractor supply company $tsco upgraded to #outperform",0,0,1
5297,"returns since election ... $bac : +<num> % $gs : +<num> % $ms : +<num> % $jpm : +<num> % $wfc : +<num> % $c : +<num> %",0,0,1
5298,"jim cramer on jpmorgan : best quarter ever $jpm $bac",1,0,1
5299,"what we know now about the nintendo switch $msft $ntdoy $sne #switchhype",0,0,1
5300,"among the stocks hitting record highs in today 's trading ? jpmorganchase $jpm $csx comcast $cmcsa snapon $sna parker hannifin $ph etc",1,0,1
5301,"thank you nick , almost too easy . @nick<num>demus nice call @jonnajarian on $fb at $<num> levels in dec .",1,0,1
5302,"rt @chrisdieterich : dow-tracking $dia is garnering disproportionate flows of late versus $voo $spy and the like | h",0,2,1
5303,"make your friday even better by adding some stock-watching to your schedule : $jpm $bac $wfc $fcau $p",1,0,1
5304,"friday the <num>th is historically a better-than-average day for the $spx , notes @hsilverb",0,0,1
5305,"shares of facebook are up almost <num> % friday after analysts at raymond james upgraded the stock to 'strong buy ' :",1,0,1
5306,"holly joined the $gs degree #apprenticeship to experience a fast paced industry while earning her degree . read more",0,0,1
5307,"$bac , $jpm , $wfc , $ms and $gs have added more than $<num> billion in combined market cap since the election . this :",0,0,1
5308,"why is n't nasdaq <num> as big a story as dow <num>k ? $spx $spy $dia $djia $ndx $compq",0,0,1
5309,"@shaun<num>k<num> @vrscout @tipatat @thevrfund tbh if you have n't been closely following $msft you 'd have no clue - they 're positioned in big way rn",0,1,1
5310,". @jimcramer looks at how banking stocks will fare in an era of interest rate increases :",0,0,1
5311,"$aapl covered calls with a twist turn a profit .",1,0,1
5312,"market closed for mlk day on monday but lots of earnings next week nonetheless . $unh $ms $ual $csx $c $gs $usb $nflx $unp $bk $ibm $axp $ge",0,1,1
5313,"apple 's best days may be behind it , but that should not be a short-term deterrent via @thestreet - $aapl",1,2,1
5314,"bank #earnings ; $bac , $jpm , $wfc , $gs . calls in $ual , $ibm earnings <num>/<num> , $nflx . w @joeatiger tlt . host @angiemiles",0,0,1
5315,"facebook upgraded to strong buy at raymond james - $fb",2,0,1
5316,"thanks . i 've pounding the table on $tsla since $<num>ish . the morning pre-open tweet was another cash flow set up . it",0,0,1
5317,"<num> key stock market rules that allowed me to make $<num>,<num> in <num> week study up $fb $twtr",0,0,1
5318,"@scaramucci gets the knife set . ski utah $arry $jpm $fb $amzn $vix $baba : via @youtube",0,0,1
5319,"nasdaq <num> +<num>.<num> % and above its record close with under an hour to the bell on wall st. $fb providing a major lift with a <num>.<num> % gain . #ndx",1,0,1
5320,"it was really out there . i do n't know -- very non-linear . you never head anything from facebook about what you do on",0,0,1
5321,"<num> companies in the s & amp ; p <num> report earnings next week . including ibm , goldman , and netflix : $nflx $gs $ibm",0,0,1
5322,"apple 's airpod success : headphone users show they 're willing to cut the cord $aapl",1,1,1
5323,"morgan stanley earnings on tap ; what are expectations for trump era ? $ms $tri",0,0,1
5324,"if some asks `` is it safe ? '' to buy bank stocks , warn them about the 'bearish divergence ' in rsi",1,1,1
5325,"breakout watch : primerica enters buy zone after $jpm & amp ; $bac earnings , but volume tepid . $pri",1,0,1
5326,"$pypl very strong lately ( long position trade for me ) .",2,0,1
5327,"<num> #china stocks to own in <num> #emergingmarket #asia $baba $cha $pngay #internet #shenzhen #hongkong @barronsonline",0,0,1
5328,"zero complaints from me heading into a long weekend $emc $emmbf $kek $keekf $mcig $vbio",1,1,1
5329,"more good times ahead for big banks due to higher rates & amp ; trump ? i 'll discuss $jpm $bac $wfc earnings w/ @poppyharlowcnn on @cnni at <num>:<num> et",1,0,1
5330,"mott capital says netflix ( nflx ) at forefront of paradigm shift , talks disney , hain , nxpi deal , more - $nflx",0,0,1
5331,"rt @lkramer : dyson hires former tesla executive -- will it also sell cars ? $tsla via @thestreet",0,1,1
5332,"rt @cheddar : though tech was hurt after the election , @kevinkellyrecon says there 's been a reversal & amp ; the sector will lead the $djia to <num>k",0,1,1
5333,"though tech was hurt after the election , @kevinkellyrecon says there 's been a reversal & amp ; the sector will lead the",0,1,1
5334,"it 's ok to love banks again @taralch via @bfly $jpm $bac $wfc",1,0,1
5335,"markets mixed , $djx up and down , $spx & amp ; $ndx up slightly . unusual activity $fb , $tsla , & amp ; $arry . host @jonnajarian",0,0,1
5336,"<num> % of $spx companies have beat eps estimates for <alphanum> to date , above the <num>-year average ( <num> % ) .",0,0,1
5337,"@cvpayne i absolutely agree ! $agn and $icpt set for big gains in <num>/<num> !",1,0,1
5338,"today s #stocks winners : $fb , $grub , $p",1,0,1
5339,"a whole lot of noise , but little change out of the $spy this week . | stuck at highs |",1,1,1
5340,"fair attempt by the bulls ! $spy $spx . thanks for all the follows , favs , retweets ! have a great <num>-day weekend .",0,0,1
5341,"the market is now closed for the week so watch these <num> free great trading webinars study up and enjoy $fb $twtr",1,1,1
5342,"whatsapp 's upcoming 'enterprise ' platform for businesses is already hidden in the app $fb",0,0,1
5343,"$emmbf $emc is my biggest position , hoping for a #biotech hybrid on their end . part cultivator part drug maker",0,0,1
5344,"big pressure on netflix to blow away earnings and subscriber forecasts next week . $nflx up <num> % today , <num> % ytd . back near its all-time high .",0,0,1
5345,"tesla stock is in ludicrous mode this year . but does it need to recharge ? $tsla up <num> % today and <num> % already in <num> .",0,0,1
5346,"rt @toddhagopian : @cvpayne i absolutely agree ! $agn and $icpt set for big gains in <num>/<num> !",1,0,1
5347,"<num> could be a huge year for smartphones : $aapl $nok $bbry",0,0,1
5348,"nasdaq caps off strong start to year ; netflix upgraded ahead of earnings : $amzn $nflx $db $fb $aapl $carb $cpe",1,0,1
5349,"rt @<num>capital : lg cap all-time high list jumps to <num> stocks with financials , tech & amp ; industrials leading . $xlf $xlk $xli",1,0,1
5350,"find out more in julia 's petition to @wholefoods here $wfm #reinstatejulia",0,0,1
5351,"$tsla charging fees , $aapl macbook pro , $fb upgrade , $jpm & amp ; $bac #earnings . host @marleykayden .",0,0,1
5352,"rt @cnbcfastmoney : @grassosteve thinks $nvda is the stock for the next decade !",0,0,1
5353,"rt @cnbcfastmoney : @bkbriankelly is betting on $tsla for the next <num> years !",0,0,1
5354,"@bkbriankelly is betting on $tsla for the next <num> years !",0,0,1
5355,"@guyadami says to buy $amzn for the next <num> years",1,0,1
5356,"@grassosteve thinks $nvda is the stock for the next decade !",0,0,1
5357,"<num> ways to find happiness & amp ; purpose it 's what truly matters $fb $twtr",1,0,1
5358,"the strange deal <num> drug makers had over a medicine with a skyrocketing price $vrx $kdmn via @yahoofinance",0,0,1
5359,"rt @optionsaction : $nflx is up before earnings , and @michael_khouw says it 's time to binge on the stock . here 's his trade .",0,0,1
5360,"$amzn 's newest streaming services represent a fresh threat to content providers",0,1,1
5361,"$nflx is up before earnings , and @michael_khouw says it 's time to binge on the stock . here 's his trade .",0,0,1
5362,"it 's ok to love banks again via @bfly $wfc $jpm $bac",1,0,1
5363,"could it be time to bet against the banks ? @michael_khouw thinks so , and he 's got a $c trade .",0,1,1
5364,"great advice from star #millennial advisor francine lai how to trade #trump tweets ! $twtr #maga @realdonaldtrump",0,0,1
5365,"how $sbux is personalizing the customer experience",0,0,1
5366,"rt @timothysykes : most important video of <num> right here watch how my top student made $<num>,<num> in <num> day ! $fb $twtr",1,0,1
5367,"target on $icpt of $<num>+ target on $agn of $<num>+",0,0,1
5368,"most important video of <num> right here watch how my top student made $<num>,<num> in <num> day ! $fb $twtr",1,0,1
5369,"rt @charliebilello : <num> years ago netflix announced the launch of streaming video . its stock has since gained <num> % , new high today $nflx ht",1,0,1
5370,"with us reporting season starting up , find out when key companies like $nflx will be reporting here .",0,0,1
5371,"photos : first look at amazon 's new barnes & amp ; noble killer $amzn $bks",0,0,1
5372,"<num> years ago netflix announced the launch of streaming video . its stock has since gained <num> % , new high today $nflx",1,0,1
5373,"the blended ( actual + estimated ) revenue growth rate for $spx for <alphanum> is <num>.<num> % .",1,0,1
5374,"here 's a reminder to never give up with hard work amazing things are possible $fb $twtr",0,0,1
5375,"$nflx knows how to get votes .",0,0,1
5376,"the best thing i 've ever done and wish more people would do this too giving back matters $fb $twtr",1,0,1
5377,"rt @timothysykes : <num> key books you should read right away to wise up knowledge is power $fb $twtr",0,0,1
5378,"rt @timothysykes : the best thing i 've ever done and wish more people would do this too giving back matters $fb $twtr",1,0,1
5379,"<num> shilling says bond mkt near `` rally of lifetime . '' <num>yr treasury yield <num> % . today <num> % . long bond beat $spy by <num>.<num>x",1,0,1
5380,"@mcdonalds will keep a <num> % stake after this china deal is done . $mcd",0,0,1
5381,"$nflx heading higher on strength of original content , international growth",2,0,1
5382,"last descending channel that could have brought big smiles to start <num> $tsla . and many trades thereafter .",0,0,1
5383,"memory lane . i love descending channels . this one in $aapl helped last years p & amp ; l. anyone focus on this with me",1,0,1
5384,"if the s & amp ; p <num> finishes higher in <num> , it will be <num> consecutive up years , tying the record from <num>-<num> . $spx $spy",0,0,1
5385,"s & amp ; p <num> , dow , & amp ; nasdaq <num> on pace for their <num>th consecutive positive year . $spy $dia $qqq",1,0,1
5386,"what to expect from stock market this week - dragonfly capital $spy $iwm $qqq $gld and more",0,0,1
5387,"netflix heading higher on strength of original content , international growth - $nflx",2,0,1
5388,"you have <num> days left to buy a tesla with free , unlimited supercharger use $tsla",1,0,1
5389,"rt @seeitmarket : new blog - `` weekly stock market outlook : optimism running high '' by @williedelwiche $spy $qqq $tn",0,0,1
5390,"great article on netflix strategy to take over the world . infrastructure and a 'breaking bad ' for every country . at a new high . $nflx",0,1,1
5391,"very interesting about $twtr",1,0,1
5392,"rt @ophirgottlieb : $aapl the radical importance of apple services",0,0,1
5393,"$aapl has a winner here , it 's bigger than ws sees and it will have an impact on future products for apple . ( long aa",2,0,1
5394,"final final <num> hours to save <num>-<num> % off blowout sale at your absolute final chances to save big $fb $twtr",0,0,1
5395,"the blended ( actual + estimated ) earnings growth rate for $spx for <alphanum> is <num>.<num> % .",1,0,1
5396,"pandora is ready to go head to head with #spotify and #applemusic . $p $aapl",0,0,1
5397,"new airpod ads sound *amazing* on airpods ( available in <num>-<num> weeks ) $aapl",0,0,1
5398,"barron s experts : <num> picks for a topsy-turvy year via @barronsnext $vtv $iwm $xlf $dxj $googl $amat $oled $hxl",0,0,1
5399,"why did #apple pick a fight #nonprofit consumer reports ? $aapl",0,0,1
5400,"$aapl as i said , msm and ws are missing the impact of airpods . this is a legitimate win for apple and has legs for",1,0,1
5401,"#amazon wants to reinvent the physical #bookstore , and just about everything else . $amzn",0,0,1
5402,"#facebook and #instagram are trying to upstage #snapchat . $fb",0,0,1
5403,"$fb share rebound helps mark zuckerberg recoup $<num> bln of post-election losses",1,1,1
5404,"where do you start ? i suggest with this penny stocks <num> infographic it 's good to review the basics $fb $twtr",1,0,1
5405,"morgan stanley $ms cuts bankers bonuses by ~<num> % on weak ipo & amp ; deal flow , reports firm laid off number of snr level bankers last week -- reuters",0,1,1
5406,"how #garmin is beating #apple at the #smartwatch game . #wearables #fenix #applewatch $grmn $aapl",0,0,1
5407,"the gold etf started trading in november <num>. returns since ... $gld : +<num> % $spy : +<num> %",0,0,1
5408,"rt @stockstotrade : sometimes you 've got ta fail before you can succeed . #traderwisdom #winningstrategies $fb $twtr",1,1,1
5409,"rt @stockstotrade : get help finding the best trades from a source you trust- like stt . start planning now ! #tradertoolbox #markethumor $fb",1,0,1
5410,"good call @jeffinance , it 's the only way he can move the needle . $aapl",1,0,1
5411,"no wonder $twtr trades at such discount . wonder what % of users here are angry/hate filled about humans that have no affect on their lives .",0,2,1
5412,"do you have the proper millionaire mindset ? let 's just see about that $fb $twtr",0,0,1
5413,"$tsla elon musk is a blizzard fan . his video game recommendations : overwatch , hearthstone",0,0,1
5414,"rt @factset : the blended ( actual + estimated ) earnings growth rate for $spx for <alphanum> is <num>.<num> % .",1,0,1
5415,"if i was starting an online business right now , i would do this it 's a great time to be alive $fb $twtr",0,0,1
5416,"<num> key millionaire habits utilize them every single day $fb $twtr",0,0,1
5417,"apple , google , netflix are in buy range ; amazon , facebook near breakouts $aapl $googl $nflx",1,0,1
5418,"rt @cheddar : . @purewow ceo @ryanharwood<num> says he and @garyvee have already discussed how to capitalize on $fb 's new mid-roll ads . #cheddar",0,0,1
5419,"<alphanum> earnings preview : stocks expecting <num> % or higher growth : $nvda $ms $trex",1,0,1
5420,"<alphanum> earnings preview : see which stocks expect <num> % or higher growth . $nvda $ms",1,0,1
5421,"<num> great stock trading terms that you need to know & amp ; study knowing the basics is crucial $fb $twtr",0,1,1
5422,"$aapl $swks $googl mobile , smartphone revolutions just beginning",0,0,1
5423,"<num> new year 's resolutions for <num> do n't just make them , make sure you stick to them too $fb $twtr",0,0,1
5424,"some people think rising interest rates hurt the stock market . but look what this chart shows : $spy $djia",0,1,1
5425,"amazon announces a card that 's almost too good to be true - $amzn",1,0,1
5426,"millenials are loving etfs . no other generation likes them as much . spotted by @abnormalreturns .",0,1,1
5427,"$googl selling put spreads over the last <num>-years : <num> % winner back-tester demo :",1,1,1
5428,"rt @adamhgrimes : finding flow in trading and in life $study $spy",0,0,1
5429,"$nflx owning otm calls in has returned more than <num>,<num> % back-tester demo :",0,0,1
5430,"$fb shh ... selling ( selling ) out of the money calls for the last <num>-years has been a huge winner backtester demo :",1,2,1
5431,"the cy <num> earnings growth rate for $spx is <num>.<num> % .",1,0,1
5432,"kobe bryant at nrf gala to honor nike ceo mark parker as visionary <num> #nrf<num> $nke",1,0,1
5433,"rt @robwilliamsny : `` central bank put ... was replaced with the trump put ... on november <num>th '' -- savita subramanian , bofa merrill lynch $spx ht",0,0,1
5434,"<num> #china stocks to own in <num> @defotis $baba $cha $pngay $eem #shenzhen #hongkong",0,0,1
5435,"if the s & amp ; p <num> closes higher this year , it will be the <num>th straight year of gains : $spy $voo $vix",1,0,1
5436,"rt @ophirgottlieb : $bac if you understand this -- then you win trading options .",1,0,1
5437,"rt @charliebilello : the gold etf started trading in november <num>. returns since ... $gld : +<num> % $spy : +<num> %",0,0,1
5438,"<num> habits that will make you a millionaire but you got ta work your ass off too $fb $twtr",0,0,1
5439,"rt @timothysykes : <num> habits that will make you a millionaire but you got ta work your ass off too $fb $twtr",0,0,1
5440,"rt @timothysykes : this new long video lesson i made really has opened people 's eyes $fb $twtr",1,0,1
5441,"bank stocks over the last <num> months goldman $gs +<num> % bofa $bac +<num> % jp morgan $jpm +<num> % wells fargo $wfc +<num> %",0,0,1
5442,"a million users isn t cool . you know what s cool ? a billion users . $goog $googl",2,0,1
5443,"yet another tesla owner letting us all know via license plate their car is electric $tsla",0,0,1
5444,"here 's where pinterest could outdo google and facebook . $googl $goog $fb",0,0,1
5445,"slice survey confirms , apple airpods sales explode via @forbes - $aapl . been . sayin ' . ( long )",1,0,1
5446,"themotleyfool <num> top growth stocks priced at a bargain this winter #stocks $camp , $twtr , $pcrx - $twtr",2,0,1
5447,"nvidia and audi predict self-driving car by <num> - $nvda $tsla will be first",0,0,1
5448,"think you know what the best trader mindset is ? watch this and see ! $fb $twtr",1,0,1
5449,"`` with iphone x , we see apple doubling down on ar and extending it s lead among ar-capable devices . '' - gene munster",0,0,1
5450,"rt @beckyquick : join us tues am ! we are live from #davos<num> with a great show : ceos of $bac , $mar , $t , sap , $hon , $ebay , ey , $crm . oh yeah",0,0,1
5451,"rt @ibdinvestors : apple , google , netflix are in buy range ; amazon , facebook near breakouts $aapl $googl $nflx $amzn",1,0,1
5452,"rt @ophirgottlieb : $nflx netflix in charts",0,0,1
5453,"$nflx netflix in charts",0,0,1
5454,"apple will invest $<num> billion into the world 's largest technology venture fund $aapl",0,0,1
5455,"rt @timothysykes : here 's how you reduce your stock market learning curve it helps to learn quicker $fb $twtr",0,0,1
5456,"tesla to reveal more about its new gigafactory battery cell production at trade show in march - $tsla",0,0,1
5457,"the bear equivalent of predicting it will be sold for $<num> - $twtr",0,0,1
5458,".. @aaronmederosch two weeks does n't make year but #em beating $spx in <num> , while #kingdollar ( shockingly ) slumps ...",0,0,1
5459,"apple accessories can be a rip off . here 's where to look for cheaper chargers and cords . $aapl",0,1,1
5460,"the trailing <num>-month p/e ratio for $spx is <num>.<num> , above the <num>-year average ( <num>.<num> ) .",0,0,1
5461,"rt @ukarlewitz : trin ( issues/volume ) has been relatively high . this almost always happens during selloffs/at lows , not highs $spx",1,2,1
5462,"what history teaches about apple 's windows of opportunity for <num> $aapl @danieleran",1,0,1
5463,"google made a brilliant pivot to turn around its self-driving-car struggles via @yahoofinance - $googl",1,1,1
5464,"will good enough bank earnings improve tomorrow ? $gs $c #goldmansachs #citigroup #banks #earnings",2,0,1
5465,"amazon reportedly filed for permission to test wireless communications technology as part of amazon prime air :",0,0,1
5466,"what 's surprising to @alexeheath in zuckerberg 's testimony is that he said $fb did due-diligence on oculus over one",0,0,1
5467,"rt @ukarlewitz : today is day <num> $spx",0,0,1
5468,"analysts expect citigroup to post earnings of $<num>.<num> a share on sales of $<num>.<num> billion : $c",0,0,1
5469,"$amzn 's next steps toward u.s. drone delivery bode well for investors",0,0,1
5470,"$csx 's cfo explains how the railroad will survive even without the highly profitable business of coal .",1,0,1
5471,"apple stronger on hope that the new #iphonex will be an amazing #ar phone . i hope apple comes through but its hard to believe . $aapl",1,0,1
5472,"rt @johncendpts : this is one of those sec fines that says , well , hey , no biggie . ya 'll go for it . $<num>m is nothing to $agn",0,2,1
5473,"amazon has a clever idea that would give it a powerful seat in the self driving car business $amzn",0,0,1
5474,"rt @laurajkeller : one more day of big us bank earnings . see you manana for $gs , $c . follow my commentary via @theterminal on #wallstreet 's",0,0,1
5475,"one more day of big us bank earnings . see you manana for $gs , $c . follow my commentary via @theterminal on #wallstreet 's year end",0,0,1
5476,"seeking alpha on $celg 's relvimid : orphan drug is cheap to produce , but more than <num>x more expensive than gold .",0,2,1
5477,"@cnbcpro : full interview with bank of america ceo moynihan on the bank 's <num> % stock rally , rising rates $bac",0,0,1
5478,"portfolio protection - open interest for $spx puts ( <num>.<num> m. ) & amp ; $vix calls ( <num>.<num> m ) rose <num> days in a row",1,0,1
5479,"rt @yahoofinance : google made a brilliant pivot to turn around its self-driving-car struggles $googl",1,1,1
5480,"this chart shows how $nflx has performed since its launch of streaming movies a visual from @charliebilello :",0,0,1
5481,"and , $fb made $<num> billion in ~ profit ~ in the most-recent year in its first s-<num> . at less than <num>x the valuation .",1,1,1
5482,"airpods ' reported <num> % market share more like <num>-<num> % , says npd via @benlovejoy - $aapl",0,0,1
5483,"kevin kelly 's netflix trade ahead of earnings $nflx",0,0,1
5484,"rt @ds_investools : <num>/<num>/<num> - view today 's market forecast here : discussed : $spy $iwm $gld $tlt $uso $uup $eem $xlp",0,0,1
5485,"david einhorn 's trump-proof investment plan $aapl $nflx $dis $gm $dsw $ds $uhal",0,0,1
5486,"google is making a big push to fix some of android 's biggest problems in the fight with iphone - $aapl $googl",0,1,1
5487,"<num> stocks for #macau casino recovery & amp ; vegas growth @defotis $mgm $wynn $byd $lvs",1,0,1
5488,"#gold hits two-month high on brexit fears $gld $iau $gdx",0,1,1
5489,"is #bitcoin broken ? #cybercurrency rises above $<num> $xbt $cny $gld",0,1,1
5490,"rt @cntechinsights : landscape of startups founded by #bat alumni in <num> : respectively <num> , <num> and <num> companies founded by $baba , $tcehy",0,0,1
5491,"to win the fight against fake news , @storyful 's @mjenkins says $fb needs to incentivize users to read & amp ; share verif",1,1,1
5492,"do n't forget about $nflx earnings tonight .",0,0,1
5493,"to sum , $fb got away with being $fb because at the time of ipo it was a ludicrously great company . and even then had a hard post-ipo period !",0,0,1
5494,"looking back , $fb had three consecutive years of growing gaap profits before it went public .",1,0,1
5495,"rt @endpts : $agn aces another promising phiii on uterine #fibroid therapy w/ plans to hustle the bundle to #fda by",0,0,1
5496,"and $aapl here ( did n't fit in that tweet )",0,0,1
5497,"rt @timothysykes : <num> things successful people do in their <num>s but it 's applicable for any age group $fb $twtr",1,0,1
5498,"returns , last <num> years ... $amzn : +<num>,<num> % $wmt : +<num> % $tgt : +<num> % $bby : +<num> % $bbby : -<num> % $m : -<num> % $kss : -<num> % $spls : -<num> %",0,0,1
5499,"@mattrosoff $fb quarterly results via its orig s-<num> iirc",0,0,1
5500,"$bac there was huge edge in trading bac options",0,0,1
5501,"microsoft wants to make it easier to use cortana during a phone call $msft",1,0,1
5502,"thanks for this . we all help each other which is why the twitter community is special . $twtr",0,0,1
5503,"$spy gave us a new point of reference at $<num>.<num> to start the week . above $<num>.<num> . we 'll see if that holds . resistance $<num>.<num> then $<num>.<num>",0,0,1
5504,"$spx futs +<num> after putting in a low at <num> to start the week , above last weeks low of <num>. we 'll see if that holds . resistance <num> , <num>",0,2,1
5505,"good morning . mostly small/green arrows around the world . in europe the dax+.<num> % ftse+.<num> % . in asia the nikkei+.<num> % hk+<num>.<num> % . $spx futs+<num>",1,0,1
5506,"<num>/ tim arcuri sees <num>m $aapl iphone units in <num>",0,0,1
5507,"<num>/ tim arcuri publishes detailed $aapl iphone supply chain update $syna $intc $qcom",0,0,1
5508,"`` brexit is the worst shock to the global economy since wwii '' june <num> . $spx <num>",0,1,1
5509,"tesla revealed what it will charge for a charge : $tsla",0,0,1
5510,"hardware distributor s earnings pick up as its noncore products business improves via @me $fast",1,0,1
5511,"gold at an inflection point - dragonfly capital . $gld $gc_f",0,0,1
5512,"new bank , same earnings story : goldman profit surges , led by trading . fixed-income up <num> % . $gs",1,0,1
5513,"goldman sachs , citigroup wrap up big bank <alphanum> earnings $c $gs",0,0,1
5514,"a technical look at the apple rally , plus jim cramer 's view $aapl",0,0,1
5515,"goldman sachs smashes estimates on post-trump surge in trading $gs",0,0,1
5516,"well done damiangftw beating <num> other analysts and the wall street consensus to take the win for $gs -",1,0,1
5517,"$gs beats the estimize eps consensus by <num>c and the estimize revenue consensus by $<num>.<num>m -",0,0,1
5518,"$gs reports <alphanum> earnings of $<num>.<num> eps and $<num>.<num>b revs -",0,0,1
5519,"great work by analyst_<num> who takes the win for $c beating <num> other analysts and the wall street consensus -",1,0,1
5520,"$c reports <alphanum> earnings of $<num>.<num> eps and $<num>.<num>b revs -",0,0,1
5521,"airline etf looks to take flight in <num> $jets $aal $dal $ual $luv",0,0,1
5522,"sweeperbrief - <num>/<num>/<num> $kgc , $wft , $hbi , $spy , $nat , $dish , $trip , $mu @wallstjesus",0,0,1
5523,"rt gregorkuhn_ig : rt igtv : here we go again with $c shortfall on equity trading but overall positive numbers",1,1,1
5524,"rt @vicrek : $gdx 's `` short-term breakout looks enticing , especially as few people seemed to be looking for it , '' says @mnkahn",0,0,1
5525,"goldman sachs now has a record $<num>.<num> trillion in assets under supervision . here 's a quick $gs earnings recap :",0,0,1
5526,"netflix 's stock climbs prior to <alphanum> earnings via @usatoday @netflix $nflx",0,0,1
5527,"citigroup reports higher #earnings , lower revenue $c",0,1,1
5528,"#stocks to watch today : $c , $gs , $tgt , $pso , $nflx",0,0,1
5529,"citigroup results : good but not great . citi beat on earnings but missed on revenue . $c down <num> % #premarket . $gs still flat despite solid #s .",2,2,1
5530,"$spx futures are up <num> as the upper ranges tighten as we head into inauguration- levels & amp ; thoughts",0,0,1
5531,"$gs : '' trade idea <num> : buy jan/feb <num> call calendar and sell jan/feb <num> put calendar for $<num>.<num> '' close ( or expire ) jan pieces",1,1,1
5532,"$gs : '' trade idea <num> : buy the jan <num>.<num>/jan <num>-feb <num> <num> <num> split strike put spread for <num> cents . '' stc jan <num>.<num>/<num> ps at the open",1,0,1
5533,"$fast : '' trade idea <num> : buy the january <num>/<num> <num> <num> put spread for <num> cents . '' try to sell a <num> put or <num>/<num> ps at the open while iv still high",1,1,1
5534,"rising inflation quickly becoming the theme for <num>. if baby boomer , then buy gold $gld if millennial , then buy #bitcoin $xbt",2,0,1
5535,"$fast : '' trade idea <num> : buy the january/february <num> call calendar for $<num>.<num> . '' watch jan , but nothing to do unless approaches <num>",1,0,1
5536,"netflix , pepsico , qualcomm , wal-mart : @cnbcfastmoney picks for january <num> $nflx $pep $qcom $wmt",0,0,1
5537,"busy day , $gs to deal with this morning , $nflx this afternoon , and classes at #cwru start today",0,0,1
5538,"goldman sachs profit soars on post-election surge in trading $gs #earnings",1,0,1
5539,"a bit surprised $gs is now green . folks want to believe it 's a new ballgame . stock now trades at the same price/book ratio as $jpm .",0,0,1
5540,"$jpm was the best rdr around the $<num>.<num> pivot . i missed that but bought $bac $<num>.<num>ish trimmed some here - will swing rest vs today 's low",1,2,1
5541,"$nvda another example of a rdr that caught shorts . two pivots $<num>.<num> and $<num>.<num> . now $<num>.<num> . trim some & amp ; stay with some",0,1,1
5542,"target is latest retailer to warn as amazon hogged holidays - $tgt $amzn",0,1,1
