,id,tweets,givenpositive,givennegative,actual,positive,negative,if_contains,changed_tweets
5905,5905,"$sbux it will take time , but here comes the growth . my take from dec '<num> via @yahoofinance @cnnmoney",1,0,1,1,0,0,"$sbux it will take time , but here comes the growth . my take from dec '<num> via @yahoofinance @cnnmoney"
5906,5906,$baba up more than <num> % #premarket on solid #s. booming cloud revenue . jack ma seems friendly-ish with president trump . bad news for $amzn ?,1,1,1,1,1,0,$baba up more than <num> % #premarket on solid #s. booming cloud revenue . jack ma seems friendly-ish with president trump . bad news for $amzn ?
5907,5907,watch these <num> huge put purchases in tuesday trade $baba $ca $infn $rad $sbux $pfe $tmus,0,0,1,0,0,0,watch these <num> huge put purchases in tuesday trade $baba $ca $infn $rad $sbux $pfe $tmus
5908,5908,zhang : new retail will result in new value creation from the integration of traditional retail with mobile internet innovation $baba,1,0,1,1,0,0,zhang : new retail will result in new value creation from the integration of traditional retail with mobile internet innovation $baba
5909,5909,zhang : we coined the term new retail to describe a world where the distinction between online and offline commerce becomes obsolete $baba,1,1,1,1,1,0,zhang : we coined the term new retail to describe a world where the distinction between online and offline commerce becomes obsolete $baba
5910,5910,"zhang : during the <num>.<num> global shopping festival , & gt ; <num> mm consumers on our platform bought goods from nearly <num>k international brands $baba",0,0,1,0,0,0,"zhang : during the <num>.<num> global shopping festival , & gt ; <num> mm consumers on our platform bought goods from nearly <num>k international brands $baba"
5911,5911,rt @wallstjesus : bull sweeper detected in big blue $ibm ..,0,0,1,0,0,0,rt @wallstjesus : bull sweeper detected in big blue $ibm ..
5912,5912,zhang : demand for high-quality imported products by chinese consumers has accelerated with evolution in consumer taste and lifestyle $baba,0,0,1,0,0,0,zhang : demand for high-quality imported products by chinese consumers has accelerated with evolution in consumer taste and lifestyle $baba
5913,5913,tsai : we are increasing revenue guidance for full fiscal year . accelerating our growth on an even bigger base . $baba,1,0,1,1,0,0,tsai : we are increasing revenue guidance for full fiscal year . accelerating our growth on an even bigger base . $baba
5914,5914,"tsai : with <num> % year-on-year revenue growth and <num>.<num> billion us dollars in free cash flow , our numbers speak for themselves $baba",1,0,1,1,0,0,"tsai : with <num> % year-on-year revenue growth and <num>.<num> billion us dollars in free cash flow , our numbers speak for themselves $baba"
5915,5915,yahoo ! inc earnings boost odds of verizon communications inc deal $yhoo,1,0,1,1,0,0,yahoo ! inc earnings boost odds of verizon communications inc deal $yhoo
5916,5916,chipmaker $avgo is a great tech buy,1,0,1,1,0,0,chipmaker $avgo is a great tech buy
5917,5917,samsung earnings : our tmt team publishes implications for $mu $asml $aapl $qcom $tsmc $wdc $syna $oled,0,0,1,0,0,0,samsung earnings : our tmt team publishes implications for $mu $asml $aapl $qcom $tsmc $wdc $syna $oled
5918,5918,"key is that if bp can achieve such meaningful savings , wait to see what $xom will do . big oil emerging fitter and leaner from downturn",1,1,1,1,1,0,"key is that if bp can achieve such meaningful savings , wait to see what $xom will do . big oil emerging fitter and leaner from downturn"
5919,5919,"mcdonald 's refranchising , expense reduction efforts will continue to create value for investors $mcd",0,0,1,0,0,0,"mcdonald 's refranchising , expense reduction efforts will continue to create value for investors $mcd"
5920,5920,the good news about yahoo is that there actually is some good news : @shiraovide via @bfly,2,0,1,2,0,0,the good news about yahoo is that there actually is some good news : @shiraovide via @bfly
5921,5921,yelp is at a key inflection point ; charts to trade a breakout or a breakdown $yelp,0,1,1,0,1,0,yelp is at a key inflection point ; charts to trade a breakout or a breakdown $yelp
5922,5922,rt @lamonicabuzz : $baba up more than <num> % #premarket on solid #s. booming cloud revenue . jack ma seems friendly-ish with president trump . bad,1,1,1,1,1,0,rt @lamonicabuzz : $baba up more than <num> % #premarket on solid #s. booming cloud revenue . jack ma seems friendly-ish with president trump . bad
5923,5923,"rt @jboorstin : amazon is the first streaming service to win a best picture nomination , with #manchesterbythesea $amzn #oscarnoms",2,0,1,2,0,0,"rt @jboorstin : amazon is the first streaming service to win a best picture nomination , with #manchesterbythesea $amzn #oscarnoms"
5924,5924,"amazon is the first streaming service to win a best picture nomination , with #manchesterbythesea $amzn #oscarnoms",2,0,1,2,0,0,"amazon is the first streaming service to win a best picture nomination , with #manchesterbythesea $amzn #oscarnoms"
5925,5925,"facebook , amazon are just below buy points after completing proper handles $fb $amzn $aapl",1,0,1,1,0,0,"facebook , amazon are just below buy points after completing proper handles $fb $amzn $aapl"
5926,5926,#stockalert - stocks to watch today on #wallstreet . $yhoo $baba,0,0,1,0,0,0,#stockalert - stocks to watch today on #wallstreet . $yhoo $baba
5927,5927,"stock futures hold tight gains ; freeport , yahoo , corning advance $fcx $yhoo $glw $baba $bhp",1,0,1,1,0,0,"stock futures hold tight gains ; freeport , yahoo , corning advance $fcx $yhoo $glw $baba $bhp"
5928,5928,rt @fpinvesting : yahoo ! inc earnings boost odds of verizon communications inc deal $yhoo,1,0,1,1,0,0,rt @fpinvesting : yahoo ! inc earnings boost odds of verizon communications inc deal $yhoo
5929,5929,$amzn bezos ' commitment to expanding cust services is n't new . it 's just expensive . took over retail while others tw,0,1,1,0,1,0,$amzn bezos ' commitment to expanding cust services is n't new . it 's just expensive . took over retail while others tw
5930,5930,"with yahoo ! shares rising in pre-market trading , here 's what you must know before the opening bell :",0,0,1,0,0,0,"with yahoo ! shares rising in pre-market trading , here 's what you must know before the opening bell :"
5931,5931,"sorta , kinda big juncture for the $spx . i still think we retest $spx <num> *at a point* but thru here opens door to",0,0,1,0,0,0,"sorta , kinda big juncture for the $spx . i still think we retest $spx <num> *at a point* but thru here opens door to"
5932,5932,the iphone <num> wo n't help apple $aapl,0,0,1,0,0,0,the iphone <num> wo n't help apple $aapl
5933,5933,rt @thedomino : among today 's <num>-wk highs in s & amp ; p <num> ? anthem $antm united rentals $uri $ibm skyworks $swks texas instruments $txn freeport m,1,0,1,1,0,0,rt @thedomino : among today 's <num>-wk highs in s & amp ; p <num> ? anthem $antm united rentals $uri $ibm skyworks $swks texas instruments $txn freeport m
5934,5934,among today 's <num>-wk highs in s & amp ; p <num> ? anthem $antm united rentals $uri $ibm skyworks $swks texas instruments $txn freeport mcmoran $fcx etc .,1,0,1,1,0,0,among today 's <num>-wk highs in s & amp ; p <num> ? anthem $antm united rentals $uri $ibm skyworks $swks texas instruments $txn freeport mcmoran $fcx etc .
5935,5935,#ios #android $googl $aapl $msft,0,0,1,0,0,0,#ios #android $googl $aapl $msft
5936,5936,"stocks rise as alibaba pops ; eagle breaks out , lockheed dives $baba $exp $lmt $vz $yhoo",1,1,1,1,1,0,"stocks rise as alibaba pops ; eagle breaks out , lockheed dives $baba $exp $lmt $vz $yhoo"
5937,5937,$baba went from $<num> ( when it cleared its descending channel ) . it hit $<num>.<num> . now it needs time to set up again,0,0,1,0,0,0,$baba went from $<num> ( when it cleared its descending channel ) . it hit $<num>.<num> . now it needs time to set up again
5938,5938,microsoft levels to watch after earnings $mcd via @investopedia,0,0,1,0,0,0,microsoft levels to watch after earnings $mcd via @investopedia
5939,5939,the gold miners have recovered all of their post-election losses . $gdx,0,1,1,0,1,0,the gold miners have recovered all of their post-election losses . $gdx
5940,5940,helpful : new $amzn alexa app claims to track your missing phone to the ends of the earth #trackr,0,1,1,0,1,0,helpful : new $amzn alexa app claims to track your missing phone to the ends of the earth #trackr
5941,5941,mcdonald s could finally catch up to burger king and wendy s with its newest test $mcd,0,0,1,0,0,0,mcdonald s could finally catch up to burger king and wendy s with its newest test $mcd
5942,5942,"most banks now floating up , big moves from the am are in . let 's see if they support and run it again in afternoon .",0,0,1,0,0,0,"most banks now floating up , big moves from the am are in . let 's see if they support and run it again in afternoon ."
5943,5943,rt @timothysykes : my newest blog post will help you this week learning how to profit in these political times $fb $,1,0,1,1,0,0,rt @timothysykes : my newest blog post will help you this week learning how to profit in these political times $fb $
5944,5944,$pypl sold . it 's been rejected near this level previously and earnings are around the corner . all out .,0,1,1,0,1,0,$pypl sold . it 's been rejected near this level previously and earnings are around the corner . all out .
5945,5945,@tierrapartners that does n't mean anything . they need to sell ads . that 's what they do . $twtr,0,1,1,0,1,0,@tierrapartners that does n't mean anything . they need to sell ads . that 's what they do . $twtr
5946,5946,here are the companies reporting earnings at <num> pm et today $aa $stx $isrg $txn $cof $dfs $navi list :,0,0,1,0,0,0,here are the companies reporting earnings at <num> pm et today $aa $stx $isrg $txn $cof $dfs $navi list :
5947,5947,buy starbucks shares aggressively on any short-term pullbacks $sbux,1,0,1,1,0,0,buy starbucks shares aggressively on any short-term pullbacks $sbux
5948,5948,i am having a great money conversation with @tombrammar on facetime and should be able to livestream publicly ... shame on $aapl,1,0,1,1,0,0,i am having a great money conversation with @tombrammar on facetime and should be able to livestream publicly ... shame on $aapl
5949,5949,@<num>hhsc i i own $fcx and $clf . might tell you something .,0,0,1,0,0,0,@<num>hhsc i i own $fcx and $clf . might tell you something .
5950,5950,snapchat is getting ahead of other social platforms in at least one way $fb $twtr @snapchat,0,0,1,0,0,0,snapchat is getting ahead of other social platforms in at least one way $fb $twtr @snapchat
5951,5951,rt @motleyfooltech : `` we had a pretty powerful release in <alphanum> ... '' no kidding $nflx,0,1,1,0,1,0,rt @motleyfooltech : `` we had a pretty powerful release in <alphanum> ... '' no kidding $nflx
5952,5952,global dominance continues $amzn,0,0,1,0,0,0,global dominance continues $amzn
5953,5953,the s & amp ; p <num> is on course to do something it hasn t in <num> years . $spx,0,0,1,0,0,0,the s & amp ; p <num> is on course to do something it hasn t in <num> years . $spx
5954,5954,@veedub<num> right ; $twtr still squeezing <num> lbs of shit thru a ten-pound horse but there *is* good insight if u find trusted sources .,1,1,1,1,1,0,@veedub<num> right ; $twtr still squeezing <num> lbs of shit thru a ten-pound horse but there *is* good insight if u find trusted sources .
5955,5955,nice step by step comparison w/ slow/fast moving averages . $spy,0,0,1,0,0,0,nice step by step comparison w/ slow/fast moving averages . $spy
5956,5956,amazon is expanding into the auto parts market $amzn,0,0,1,0,0,0,amazon is expanding into the auto parts market $amzn
5957,5957,. @ford plucks new brand chief from $aapl via @automotive_news,0,0,1,0,0,0,. @ford plucks new brand chief from $aapl via @automotive_news
5958,5958,`` manchester by the sea '' is @amazon 's <num>st #oscarnoms . @vanityfair 's @kateyrich weighed in on the prestige this gives,1,0,1,1,0,0,`` manchester by the sea '' is @amazon 's <num>st #oscarnoms . @vanityfair 's @kateyrich weighed in on the prestige this gives
5959,5959,microsoft brought another linkedin exec onto its leadership team . the latest - eng exec kevin scott as new $msft ct,1,0,1,1,0,0,microsoft brought another linkedin exec onto its leadership team . the latest - eng exec kevin scott as new $msft ct
5960,5960,what 's on the menu for mcdonald 's march investor meeting ? $mcd,0,0,1,0,0,0,what 's on the menu for mcdonald 's march investor meeting ? $mcd
5961,5961,congrats @kevin_scott on becoming $msft cto !,1,0,1,1,0,0,congrats @kevin_scott on becoming $msft cto !
5962,5962,$fdx correction is over . done . kaput .,0,1,1,0,1,0,$fdx correction is over . done . kaput .
5963,5963,"here comes <num>,<num> bottles of mcdonald 's big mac sauce onto the market ... $mcd",0,0,1,0,0,0,"here comes <num>,<num> bottles of mcdonald 's big mac sauce onto the market ... $mcd"
5964,5964,rt @kchaykowski : microsoft brought another linkedin exec onto its leadership team . the latest - eng exec kevin scott as new $msft cto,1,0,1,1,0,0,rt @kchaykowski : microsoft brought another linkedin exec onto its leadership team . the latest - eng exec kevin scott as new $msft cto
5965,5965,ex-goldman sachs programmer sergey aleynikov had conviction reinstated on appeal today $gs via @markets,0,1,1,0,1,0,ex-goldman sachs programmer sergey aleynikov had conviction reinstated on appeal today $gs via @markets
5966,5966,"mcdonald 's will give away <num>,<num> bottles of big mac special sauce for the release of its grand mac & amp ; mac jr :",0,0,1,0,0,0,"mcdonald 's will give away <num>,<num> bottles of big mac special sauce for the release of its grand mac & amp ; mac jr :"
5967,5967,"rt @anorajourno : $spx , $comp trading above record closing levels . #dow<num>k is close to reality $djia",0,1,1,0,1,0,"rt @anorajourno : $spx , $comp trading above record closing levels . #dow<num>k is close to reality $djia"
5968,5968,"$spx , $comp trading above record closing levels . #dow<num>k is close to reality $djia",0,1,1,0,1,0,"$spx , $comp trading above record closing levels . #dow<num>k is close to reality $djia"
5969,5969,<num> biggest mid-day gainers for tuesday $ati $gnvc $mpsx $hzo $clrb $nak $tis $rmd $gpro $dhi $yhoo $baba $slgn $plow,0,0,1,0,0,0,<num> biggest mid-day gainers for tuesday $ati $gnvc $mpsx $hzo $clrb $nak $tis $rmd $gpro $dhi $yhoo $baba $slgn $plow
5970,5970,here 's how to manage proper risk/reward watch this and learn $fb $twtr,0,0,1,0,0,0,here 's how to manage proper risk/reward watch this and learn $fb $twtr
5971,5971,rt @lamonicabuzz : trumped up ? market rallying again . all-time highs for several big companies . $csx $rai $adbe $googl $avgo $chtr $de $race,1,0,1,1,0,0,rt @lamonicabuzz : trumped up ? market rallying again . all-time highs for several big companies . $csx $rai $adbe $googl $avgo $chtr $de $race
5972,5972,trumped up ? market rallying again . all-time highs for several big companies . $csx $rai $adbe $googl $avgo $chtr $de $race $dvmt,1,0,1,1,0,0,trumped up ? market rallying again . all-time highs for several big companies . $csx $rai $adbe $googl $avgo $chtr $de $race $dvmt
5973,5973,that 's a whole lot of echos $amzn,0,0,1,0,0,0,that 's a whole lot of echos $amzn
5974,5974,i did leave for my mid-day workout . still in $spy $amzn $twlo $nflx $jpm . & amp ; all options . it 's nice when things work,0,0,1,0,0,0,i did leave for my mid-day workout . still in $spy $amzn $twlo $nflx $jpm . & amp ; all options . it 's nice when things work
5975,5975,alibaba 's singles ' day strength : how has chinese cyber monday grown over the years ? $baba,1,0,1,1,0,0,alibaba 's singles ' day strength : how has chinese cyber monday grown over the years ? $baba
5976,5976,"despite cards & amp ; venmo , americans wrote <num>.<num> bil checks in <num>. not sure this spokesman can claim any credit .",1,1,1,1,1,0,"despite cards & amp ; venmo , americans wrote <num>.<num> bil checks in <num>. not sure this spokesman can claim any credit ."
5977,5977,$qqq to all time high but just <num> % adv so far .,0,0,1,0,0,0,$qqq to all time high but just <num> % adv so far .
5978,5978,apple <alphanum> earnings preview : still poised to ripen $aapl,0,0,1,0,0,0,apple <alphanum> earnings preview : still poised to ripen $aapl
5979,5979,facebook data points to a promising future for m-commerce $fb,0,0,1,0,0,0,facebook data points to a promising future for m-commerce $fb
5980,5980,"@probesreporter @amacker also , sec nominee 's law firm helped prepare questionable responses to sec comment letters on behalf of $baba",0,1,1,0,1,0,"@probesreporter @amacker also , sec nominee 's law firm helped prepare questionable responses to sec comment letters on behalf of $baba"
5981,5981,"marriott now operates more than <num>,<num> hotels with nearly <num>.<num> million rooms in <num> countries and territories :",0,0,1,0,0,0,"marriott now operates more than <num>,<num> hotels with nearly <num>.<num> million rooms in <num> countries and territories :"
5982,5982,amazon locker goes to the bank $amzn,0,0,1,0,0,0,amazon locker goes to the bank $amzn
5983,5983,tesla is planning annual hardware updates $tsla,0,0,1,0,0,0,tesla is planning annual hardware updates $tsla
5984,5984,rt @timothysykes : <num> things millionaires do that others do not which will you choose $fb $twtr,0,1,1,0,1,0,rt @timothysykes : <num> things millionaires do that others do not which will you choose $fb $twtr
5985,5985,rt @timothysykes : here 's how to manage proper risk/reward watch this and learn $fb $twtr,0,0,1,0,0,0,rt @timothysykes : here 's how to manage proper risk/reward watch this and learn $fb $twtr
5986,5986,"you 're buying , they 're selling : big bank execs dump $<num> million in stock as market soared : $gs $jpm",1,2,1,1,2,0,"you 're buying , they 're selling : big bank execs dump $<num> million in stock as market soared : $gs $jpm"
5987,5987,business line between cable and mobile continues to blur $lmca $s $t $tmus $vz $yhoo $twx,0,0,1,0,0,0,business line between cable and mobile continues to blur $lmca $s $t $tmus $vz $yhoo $twx
5988,5988,business insider : apple released its next big thing and nobody noticed $aapl,0,0,1,0,0,0,business insider : apple released its next big thing and nobody noticed $aapl
5989,5989,love the strong dollar-impact comparison of the $mcd revenue charts . great context .,2,0,1,2,0,0,love the strong dollar-impact comparison of the $mcd revenue charts . great context .
5990,5990,amazon becomes first streaming company to get oscar best picture nod . $amzn,1,0,1,1,0,0,amazon becomes first streaming company to get oscar best picture nod . $amzn
5991,5991,"last year $spx fell <num> % before starting it 's march higher on february <num>. if symmetry holds , $spx has twelve sessions to rip <num> % .",0,0,1,0,0,0,"last year $spx fell <num> % before starting it 's march higher on february <num>. if symmetry holds , $spx has twelve sessions to rip <num> % ."
5992,5992,$bac i 'm going to show you what edge is in option trading . and then you 're going to do it yourself,0,0,1,0,0,0,$bac i 'm going to show you what edge is in option trading . and then you 're going to do it yourself
5993,5993,"rt @cheddar : ford 's new chief brand officer , musa tariq , has worked at apple , nike , and burberry . impressive resume . #cheddarlive $f $aapl",1,0,1,1,0,0,"rt @cheddar : ford 's new chief brand officer , musa tariq , has worked at apple , nike , and burberry . impressive resume . #cheddarlive $f $aapl"
5994,5994,"ford 's new chief brand officer , musa tariq , has worked at apple , nike , and burberry . impressive resume . #cheddarlive $f $aapl $nke $brby",1,0,1,1,0,0,"ford 's new chief brand officer , musa tariq , has worked at apple , nike , and burberry . impressive resume . #cheddarlive $f $aapl $nke $brby"
5995,5995,rt @ophirgottlieb : $googl breaks out to all-time highs see chart -- & gt ; via @cmlviz,1,1,1,1,1,0,rt @ophirgottlieb : $googl breaks out to all-time highs see chart -- & gt ; via @cmlviz
5996,5996,$googl breaks out to all-time highs see chart -- & gt ; via @cmlviz,1,1,1,1,1,0,$googl breaks out to all-time highs see chart -- & gt ; via @cmlviz
5997,5997,a mcdonald 's in boston is launching an atm that spits out free big macs $mcd,0,0,1,0,0,0,a mcdonald 's in boston is launching an atm that spits out free big macs $mcd
5998,5998,trying to buy a new laptop is a good reminder of what makes apple so special $msft $aapl,2,0,1,2,0,0,trying to buy a new laptop is a good reminder of what makes apple so special $msft $aapl
5999,5999,baird : buy starbucks shares aggressively on any short-term pullbacks $sbux,1,0,1,1,0,0,baird : buy starbucks shares aggressively on any short-term pullbacks $sbux
6000,6000,"$fdx , $ibm and $kmb show unusual strength",1,0,1,1,0,0,"$fdx , $ibm and $kmb show unusual strength"
6001,6001,"tesla accelerates on upgrade , white house visit - $tsla",0,0,1,0,0,0,"tesla accelerates on upgrade , white house visit - $tsla"
6002,6002,"if you 're not invested in oil , gas and pipelines that is a big mistake . big opportunities here . $etp $mmp $chk $eog $fcx",1,2,1,1,2,0,"if you 're not invested in oil , gas and pipelines that is a big mistake . big opportunities here . $etp $mmp $chk $eog $fcx"
6003,6003,$nflx now $<num>.<num> . entry was $<num>.<num> . day #<num> rdr tactics work with defined risk . take a peak and learn it . still in,0,1,1,0,1,0,$nflx now $<num>.<num> . entry was $<num>.<num> . day #<num> rdr tactics work with defined risk . take a peak and learn it . still in
6004,6004,"$goog reports #earnings <num>/<num> amc , @peterlusk talks atm straddle aka expected move & amp ; cites <num> trades",0,0,1,0,0,0,"$goog reports #earnings <num>/<num> amc , @peterlusk talks atm straddle aka expected move & amp ; cites <num> trades"
6005,6005,do n't worry about nike and tariffs . $nke,0,1,1,0,1,0,do n't worry about nike and tariffs . $nke
6006,6006,so much for that ipo : #cisco to buy appdynamics for $<num>.<num>b $csco via @salvagno,1,0,1,1,0,0,so much for that ipo : #cisco to buy appdynamics for $<num>.<num>b $csco via @salvagno
6007,6007,"wow - just days before ipo that was aiming for ~ $<num>.<num>b valuation , appdynamics gets $<num>.<num>b bid from cisco .",1,0,1,1,0,0,"wow - just days before ipo that was aiming for ~ $<num>.<num>b valuation , appdynamics gets $<num>.<num>b bid from cisco ."
6008,6008,this $stx q was total blow away.. just amazing.. will propel whole group ...,0,0,1,0,0,0,this $stx q was total blow away.. just amazing.. will propel whole group ...
6009,6009,the first tech ipo of <num> is cancelled : cisco is buying appdynamics for $<num>.<num> billion $csco,1,1,1,1,1,0,the first tech ipo of <num> is cancelled : cisco is buying appdynamics for $<num>.<num> billion $csco
6010,6010,"#thetroublewithjack : $baba blows out <num>q , but is it diversifying fast enough ? jeffries ' #jessieguo , #street <num>:<num>a h",0,0,1,0,0,0,"#thetroublewithjack : $baba blows out <num>q , but is it diversifying fast enough ? jeffries ' #jessieguo , #street <num>:<num>a h"
6011,6011,tesla quietly brings online its massive <num> mwh powerpack station with southern california edison : $tsla,0,0,1,0,0,0,tesla quietly brings online its massive <num> mwh powerpack station with southern california edison : $tsla
6012,6012,option trading in $spy to beat the market,0,0,1,0,0,0,option trading in $spy to beat the market
6013,6013,the nasdaq closed at a new all-time high today . so did the s & amp ; p <num>. here are the levels they hit : $spy $qqq,0,1,1,0,1,0,the nasdaq closed at a new all-time high today . so did the s & amp ; p <num>. here are the levels they hit : $spy $qqq
6014,6014,the marvelous world of knowledgeable options trading $spy $aapl $sbux $nke,0,0,1,0,0,0,the marvelous world of knowledgeable options trading $spy $aapl $sbux $nke
6015,6015,"rt @russward_tokyo : goldman sachs working on sale of #toshiba chip business , sources say $gs via @technology",0,0,1,0,0,0,"rt @russward_tokyo : goldman sachs working on sale of #toshiba chip business , sources say $gs via @technology"
6016,6016,"rt @stocktwits : it just happened . here 's a chart of the dow crossing <num>,<num> . $djia :",0,0,1,0,0,0,"rt @stocktwits : it just happened . here 's a chart of the dow crossing <num>,<num> . $djia :"
6017,6017,"rt @cheddar : breaking : the dow breaks <num>,<num> as trading begins wednesday . $djia #cheddarlive",0,2,1,0,2,0,"rt @cheddar : breaking : the dow breaks <num>,<num> as trading begins wednesday . $djia #cheddarlive"
6018,6018,"since march <num>th , <num> ( the first time dow closed above <num>k ) apple has surged <num>.<num> % $aapl",0,1,1,0,1,0,"since march <num>th , <num> ( the first time dow closed above <num>k ) apple has surged <num>.<num> % $aapl"
6019,6019,rt @trfinservices : the #dow $dji has hit <num>k ! $gs $jpm $unh $trv $dis have been the indices biggest winners since the election #eikon,1,0,1,1,0,0,rt @trfinservices : the #dow $dji has hit <num>k ! $gs $jpm $unh $trv $dis have been the indices biggest winners since the election #eikon
6020,6020,"dow jones hits <num>,<num> ( dow <num>k ) for first time ever $dji $djia #dow<num>k",0,0,1,0,0,0,"dow jones hits <num>,<num> ( dow <num>k ) for first time ever $dji $djia #dow<num>k"
6021,6021,"breaking : the dow breaks <num>,<num> as trading begins wednesday . $djia #cheddarlive",0,2,1,0,2,0,"breaking : the dow breaks <num>,<num> as trading begins wednesday . $djia #cheddarlive"
6022,6022,it happened . $djia,0,0,1,0,0,0,it happened . $djia
6023,6023,the market in <num> minutes : big earnings and a major ipo acquisition $aa $aeo $ba $utx $vz $luv $stx $aks $csco $spy,0,0,1,0,0,0,the market in <num> minutes : big earnings and a major ipo acquisition $aa $aeo $ba $utx $vz $luv $stx $aks $csco $spy
6024,6024,can ebay gain market share from amazon ? $ebay $amzn,1,0,1,1,0,0,can ebay gain market share from amazon ? $ebay $amzn
6025,6025,alibaba 's success leaves room to innovate $baba,2,1,1,2,1,0,alibaba 's success leaves room to innovate $baba
6026,6026,alibaba 's success leaves room to innovate $baba by @biintelligence,2,1,1,2,1,0,alibaba 's success leaves room to innovate $baba by @biintelligence
6027,6027,. @jimcramer asks @chuckrobbins on @cnbc whether $csco customers are as optimistic as equity investors : 'customers are in wait and see mode ',1,0,1,1,0,0,. @jimcramer asks @chuckrobbins on @cnbc whether $csco customers are as optimistic as equity investors : 'customers are in wait and see mode '
6028,6028,live : dow breaks <num>k . will it close above the mark ? #cheddarlive #golive $djia,0,1,1,0,1,0,live : dow breaks <num>k . will it close above the mark ? #cheddarlive #golive $djia
6029,6029,rt @foxbusiness : dow winners : $ba $cat $jpm $ge $intc #dow<num>k,1,0,1,1,0,0,rt @foxbusiness : dow winners : $ba $cat $jpm $ge $intc #dow<num>k
6030,6030,dow winners : $ba $cat $jpm $ge $intc #dow<num>k,1,0,1,1,0,0,dow winners : $ba $cat $jpm $ge $intc #dow<num>k
6031,6031,nice to see apple and facebook both up $<num> one growth one value . $fb $aapl,1,0,1,1,0,0,nice to see apple and facebook both up $<num> one growth one value . $fb $aapl
6032,6032,"record-breaking wednesday - dow <num>,<num> back in sight ! $ndx $spx $nya $fcx $dia $oil",0,0,1,0,0,0,"record-breaking wednesday - dow <num>,<num> back in sight ! $ndx $spx $nya $fcx $dia $oil"
6033,6033,"rt @hsilverb : $djia intraday passes <num>,<num> for first time , first closed above <num>k on <num>/<num>/<num> , <num>k on <num>/<num>/<num> , <num>k on <num>/<num>/<num> , and <num>k on <num>",0,1,1,0,1,0,"rt @hsilverb : $djia intraday passes <num>,<num> for first time , first closed above <num>k on <num>/<num>/<num> , <num>k on <num>/<num>/<num> , <num>k on <num>/<num>/<num> , and <num>k on <num>"
6034,6034,$csco plans to acquire #appdynamics for $<num>.<num> billion,0,0,1,0,0,0,$csco plans to acquire #appdynamics for $<num>.<num> billion
6035,6035,just four stocks responsible for half the gain or nearly <num> dow points since election : $gs $ba $ibm $unh #dow<num>k,1,0,1,1,0,0,just four stocks responsible for half the gain or nearly <num> dow points since election : $gs $ba $ibm $unh #dow<num>k
6036,6036,"you 're looking at <num> years of stock market history in america . and where dow <num>,<num> stands . $djia :",0,0,1,0,0,0,"you 're looking at <num> years of stock market history in america . and where dow <num>,<num> stands . $djia :"
6037,6037,$stx big earning move.. great breakout . wtching for first dip/flag,0,0,1,0,0,0,$stx big earning move.. great breakout . wtching for first dip/flag
6038,6038,rt @businessinsider : the first tech ipo of <num> is cancelled : cisco is buying appdynamics for $<num>.<num> billion $csco,1,1,1,1,1,0,rt @businessinsider : the first tech ipo of <num> is cancelled : cisco is buying appdynamics for $<num>.<num> billion $csco
6039,6039,siri is coming to apple watch apps $aapl,0,0,1,0,0,0,siri is coming to apple watch apps $aapl
6040,6040,siri is coming to apple watch apps $aapl,0,0,1,0,0,0,siri is coming to apple watch apps $aapl
6041,6041,siri is coming to apple watch apps $aapl by @biintelligence,0,0,1,0,0,0,siri is coming to apple watch apps $aapl by @biintelligence
6042,6042,march to #dow<num>k : $bs $gs $jpm $dis $axp,0,0,1,0,0,0,march to #dow<num>k : $bs $gs $jpm $dis $axp
6043,6043,why alphabet s waymo could worry traditional automakers - $googl,0,1,1,0,1,0,why alphabet s waymo could worry traditional automakers - $googl
6044,6044,new iphone <num> siri features could vanquish the competition via @yahoofinance - $aapl,0,0,1,0,0,0,new iphone <num> siri features could vanquish the competition via @yahoofinance - $aapl
6045,6045,dow winners : $ba $cat $jpm $ge $intc,1,0,1,1,0,0,dow winners : $ba $cat $jpm $ge $intc
6046,6046,#starbucks fan #microsoft ceo satya nadella nominated to $sbux board .,0,0,1,0,0,0,#starbucks fan #microsoft ceo satya nadella nominated to $sbux board .
6047,6047,"to @nyse 's @ptuchmannyse and matthew cheslock , #dow<num>k is validation of earnings season and trump 's campaign promise",0,0,1,0,0,0,"to @nyse 's @ptuchmannyse and matthew cheslock , #dow<num>k is validation of earnings season and trump 's campaign promise"
6048,6048,$csco 's $<num>b purchase of appdynamics ranks as its largest-ever acquisition and top tech m & amp ; a deal <alphanum> . #spglobaldeals,1,0,1,1,0,0,$csco 's $<num>b purchase of appdynamics ranks as its largest-ever acquisition and top tech m & amp ; a deal <alphanum> . #spglobaldeals
6049,6049,s & amp ; p <num> all-time highs : $googl $adbe $ma $v $intu,1,0,1,1,0,0,s & amp ; p <num> all-time highs : $googl $adbe $ma $v $intu
6050,6050,"@jimnivison that 's quite a lunger ... look , insanely good car . but that 's point , if so good success = typical auto margins not $fb margins",3,1,1,3,1,0,"@jimnivison that 's quite a lunger ... look , insanely good car . but that 's point , if so good success = typical auto margins not $fb margins"
6051,6051,"each <num>,<num> point milestone becomes easier and easier as the % change necessary goes down . as @allstarcharts would s",2,0,1,2,0,0,"each <num>,<num> point milestone becomes easier and easier as the % change necessary goes down . as @allstarcharts would s"
6052,6052,trump border wall stocks : $nue $stld $de $cat,0,0,1,0,0,0,trump border wall stocks : $nue $stld $de $cat
